ParentKey	LineNum	ItemCode	ItemDescription	Quantity	Price	WarehouseCode	AccountCode	LineTotal
DocNum	LineNum	ItemCode	Dscription	Quantity	Price	WhsCode	AcctCode	LineTotal
2	195	WLD10SCE-O-U	GUITARRA ELECTROACUSTICA WOODLINE10 COLOR NATURAL	1	249.41	201	_SYS00000005053	249.41
2	196	WLO10SCE-O-U	GUITARRA ELECTROACUSTICA WOODLINE10 COLOR NATURAL	1	249.41	201	_SYS00000005053	249.41
2	197	C64SCE-A-U	GUITARRA ELECTROCLASICA CLASSICAL COLOR NATURAL	2	215.29	201	_SYS00000005053	430.58
2	198	EACT42S-A-U	GUITARRA ELECTROCLASICA FESTIVAL COLOR NATURAL	1	218.18	201	_SYS00000005053	218.18
2	199	EAT12-A-U	GUITARRA ELECTROCLASICA FESTIVAL COLOR NATURAL	1	140.06	201	_SYS00000005053	140.06
2	200	AC160CF NAT	GUITARRA ELECTROCLASICA NATURAL	2	129.69	201	_SYS00000005053	259.38
2	201	CEC1 NAT	GUITARRA ELECTROCLASICA NATURAL	11	103.08	201	_SYS00000005053	1133.88
2	202	CEC7 NAT	GUITARRA ELECTROCLASICA NATURAL EQ-FISHMAN PRESYS	3	255.65	201	_SYS00000005053	766.95
2	203	AC120CE OP	GUITARRA ELECTROCLASICA OPEN PORE	6	92.71	201	_SYS00000005053	556.26
2	204	CEC1 OP	GUITARRA ELECTROCLASICA OPEN PORE	7	90.19	201	_SYS00000005053	631.33
2	205	EVENT-210A-115V	LINE ARRAY ACTIVO EVENT-SERIE 2X10 1080W	2	1401.30	201	_SYS00000005053	2802.60
2	206	EVENT208A 115V	LINE ARRAY ACTIVO EVENT-SERIE 2X8 1080W	4	1052.90	201	_SYS00000005053	4211.60
2	207	VANTEC-20A	LINE ARRAY ACTIVO VANTEC SERIE 1X12 1500W	1	1151.77	201	_SYS00000005053	1151.77
2	208	FLX5	LINE ARRAY PASIVO FLX-SERIE 2X5 480W X 2P	1	207.39	201	_SYS00000005053	207.39
2	209	X3	LINE ARRAY PASIVO X-SERIE 1X3 120W X 2P - NETO	3	117.22	201	_SYS00000005053	351.66
2	210	PVI100 XLR	MICROFONO C/CABLE PV-SERIE - Oferta	1	14.32	201	_SYS00000005053	14.32
2	211	PK-ACTION V-DLX-N OF	MICROFONO HB P/BAJO 5-CUERDAS NECK - Oferta	1	4.53	201	_SYS00000005053	4.53
2	212	TMW-U2.200 LTHS	MICROFONO INAL. UHF DIADEMA(2)_SOLAPA(2) P/RACK (TMW U2-100RLTHSGT) - NETO	2	153.70	201	_SYS00000005053	307.40
2	213	TMW-U2.100R	MICROFONO INALAMBRICO UHF DOBLE TMW-U SERIE - NETO	4	143.31	201	_SYS00000005053	573.24
2	214	TMW-U2.200R	MICROFONO INALAMBRICO UHF DOBLE TMW-U SERIE P/RACK - NETO	5	143.36	201	_SYS00000005053	716.80
2	215	TMW-8000M	MICROFONO INALAMBRICO UHF TMW-SERIE D/MANO - Oferta	2	80.36	201	_SYS00000005053	160.72
2	216	PK-ACTION BASS V-N	MICROFONO P/BAJO 5-CUERDAS NECK - Oferta	3	3.05	201	_SYS00000005053	9.15
2	217	TAC-MXDSP	MODULO EFECTO PARA CONSOLA TOPP PRO - Oferta	1	26.61	201	_SYS00000005053	26.61
2	218	TAC-MP3-T	MODULO MP3/USB P/CONSOLAS TOPP PRO	5	20.38	201	_SYS00000005053	101.90
2	219	D32USB OF	MODULO USB RECORDING DMX-24.4 - Oferta	2	156.81	201	_SYS00000005053	313.62
2	220	ACTION M-12A 115V	MONITOR ACTIVO ACTION-SERIE 12 PULG. 1000W - Oferta	2	521.23	201	_SYS00000005053	1042.46
2	221	KS15CMA	MONITOR ACTIVO KS-SERIE 15 3200W - NETO	2	367.86	201	_SYS00000005053	735.72
2	222	EVENT-M-210A-115	MONITOR ACTIVO LINE ARRAY EVENT-SERIE 2X10 1080W	3	1068.22	201	_SYS00000005053	3204.66
2	223	10MI4	PARLANTE ESPAÑOL 10 4 OHM-250W	4	43.54	201	_SYS00000005053	174.16
2	224	12MI	PARLANTE ESPAÑOL 12 8 OHM-300W	9	53.24	201	_SYS00000005053	479.16
2	225	15FV4	PARLANTE ESPAÑOL 15 4 OHM-500W	6	91.38	201	_SYS00000005053	548.28
2	226	15MI	PARLANTE ESPAÑOL 15 8 OHM-300W	2	59.20	201	_SYS00000005053	118.40
2	227	18LX	PARLANTE ESPAÑOL 18 8 OHM-1000W	3	204.27	201	_SYS00000005053	612.81
2	228	18G	PARLANTE ESPAÑOL 18 8 OHM-700W	2	132.46	201	_SYS00000005053	264.92
2	229	AD-3	PEDAL DE EFECTO ANALOGO DELAY	1	22.32	201	_SYS00000005053	22.32
2	230	KOMP CORE DELUXE	PEDAL DE EFECTO KOMP CORE DELUXE	2	28.23	201	_SYS00000005053	56.46
2	231	METAL CORE DELUXE	PEDAL DE EFECTO METAL CORE DELUXE	3	25.17	201	_SYS00000005053	75.51
2	232	MOD CORE DELUXE	PEDAL DE EFECTO MOD CORE DELUXE	4	24.56	201	_SYS00000005053	98.24
2	233	NRV-2	PEDAL DE EFECTO OCEANIC DIGITAL REVERB	1	25.11	201	_SYS00000005053	25.11
2	234	TIME CORE DELUXE	PEDAL DE EFECTO TIME CORE DELUXE	4	30.14	201	_SYS00000005053	120.56
2	235	SANPERA II	PEDAL MULTIEFECTO SANPERA II FOOT - Oferta	1	129.53	201	_SYS00000005053	129.53
2	236	CERBERUS	PEDAL MULTI-EFECTOS C/4 SWITCH	1	143.30	201	_SYS00000005053	143.30
2	237	PVI2500	POTENCIA PVI-SERIES 2500W - Oferta	3	260.07	201	_SYS00000005053	780.21
2	238	TRX1500	POTENCIA TRX-SERIE 1500W	1	187.99	201	_SYS00000005053	187.99
2	239	TRX2500	POTENCIA TRX-SERIE 2500W	3	228.60	201	_SYS00000005053	685.80
2	240	TRX4000	POTENCIA TRX-SERIE 4000W	1	315.75	201	_SYS00000005053	315.75
2	241	TRX5000	POTENCIA TRX-SERIE 5000W - NETO	2	519.16	201	_SYS00000005053	1038.32
2	242	TRX500	POTENCIA TRX-SERIE 500W	3	119.30	201	_SYS00000005053	357.90
2	243	TRX6000	POTENCIA TRX-SERIE 6000W - NETO	5	499.76	201	_SYS00000005053	2498.80
2	244	DLM808	PROCESADOR DE AUDIO DIGITAL 8X8 - Oferta	1	239.13	201	_SYS00000005053	239.13
2	245	DIGITOOL LIVE 120US	PROCESADOR DE AUDIO DIGITOOL 8X8 - Oferta	1	804.30	201	_SYS00000005053	804.30
2	246	V42.12 SYSTEM	SISTEMA ACTIVO LINE ARRAY VERTICAL VA-SERIE (VA42.12 SYSTEM) 2000W - NETO	1	443.49	201	_SYS00000005053	443.49
2	247	FLYBAR FLX5	SOPORTE AEREO P/LINE ARRAY FLX5	2	73.32	201	_SYS00000005053	146.64
2	248	MINI ARRAY BRACKET	SOPORTE DE PARED P/LINE ARRAY X3	1	57.49	201	_SYS00000005053	57.49
2	249	AXS-EVENT208	SOPORTE DE PISO P/LINE ARRAY EVENT208A	2	164.21	201	_SYS00000005053	328.42
2	250	MINI ARRAY POLE	SOPORTE Y TUBO (1MT) P/X-3 (MINI ARRAY POLE 1/2_2/2) - NETO	2	12.97	201	_SYS00000005053	25.94
2	251	ACTION18A 115V	SUB BAJO ACTIVO ACTION-SERIE 18 PULG. 1500W - Oferta	2	609.63	201	_SYS00000005053	1219.26
2	252	ALTEA-718A-115	SUB BAJO ACTIVO ALTEA-SERIE 18 PULG. 1200W	1	703.34	201	_SYS00000005053	703.34
2	253	VANTEC-218A	SUB BAJO ACTIVO DOBLE VANTEC-SERIE 18 PULG. 4000W	1	1176.42	201	_SYS00000005053	1176.42
2	254	KS15A SUB	SUB BAJO ACTIVO KS-SERIE 15 4000W - NETO	1	308.93	201	_SYS00000005053	308.93
2	255	KS18A SUB	SUB BAJO ACTIVO KS-SERIE 18 4000W - NETO	3	338.29	201	_SYS00000005053	1014.87
2	256	EVENT218A	SUB BAJO ACTIVO LINE ARRAY EVENT-SERIE 2X18 3600W	2	1902.53	201	_SYS00000005053	3805.06
2	257	VANTEC-118A	SUB BAJO ACTIVO LINE ARRAY VANTEC-SERIE 1X18 2000W	1	1145.50	201	_SYS00000005053	1145.50
2	258	MAXX 15A SUB	SUB BAJO ACTIVO MAXX-SERIE 15 1200W	1	222.71	201	_SYS00000005053	222.71
2	259	TPS18A-NEO-SUB	SUB BAJO ACTIVO NEO-SERIE 18 2000W - NETO	1	282.18	201	_SYS00000005053	282.18
2	260	SOHO S15FLX	SUB BAJO ACTIVO P/SISTEMA SOHO-FLX - NETO	3	311.74	201	_SYS00000005053	935.22
2	261	SOHO S12 BK	SUB BAJO ACTIVO P/SISTEMA SOHO-V8 12 1400W - NETO	2	288.68	201	_SYS00000005053	577.36
2	262	SOHO S12X	SUB BAJO ACTIVO P/SISTEMA SOHO-X3 12 1400W	1	285.67	201	_SYS00000005053	285.67
2	263	VANTEC-18A	SUB BAJO ACTIVO VANTEC-SERIE 18 PULG. 2000W	2	833.73	201	_SYS00000005053	1667.46
2	264	FORTE SE	TECLADO 88 TECLAS HAMMER PESADAS PIANO/SINTETIZADOR/WORKSTATION - Oferta	1	1463.58	201	_SYS00000005053	1463.58
2	265	FORTE TN	TECLADO 88 TECLAS HAMMER SEMI PESADAS PIANO/SINTETIZADOR/WORKSTATION - Oferta	1	2194.99	201	_SYS00000005053	2194.99
2	266	PA300 KORG	TECLADO ELECTRONICO ARRANGER 61 TECLAS - NETO	2	539.27	201	_SYS00000005053	1078.54
2	267	PA600 KORG	TECLADO ELECTRONICO ARRANGER 61 TECLAS - NETO	2	694.75	201	_SYS00000005053	1389.50
2	268	KP110	TECLADO ELECTRONICO ARRANGER 61 TECLAS 653 PRESETS	1	155.58	201	_SYS00000005053	155.58
2	269	KP200	TECLADO ELECTRONICO ARRANGER PRO 61 TECLAS 583 PRESETS	3	284.53	201	_SYS00000005053	853.59
2	270	KP300X	TECLADO ELECTRONICO ARRANGER PRO 76 TECLAS 737 PRESETS	3	318.93	201	_SYS00000005053	956.79
2	271	KROSS2-61	TECLADO SINTETIZADOR KROSS 61 TECLAS - NETO	1	510.47	201	_SYS00000005053	510.47
2	272	KTX	TRANSMISOR INALAMBRICO DE AUDIO KTX-SERIE	3	20.22	201	_SYS00000005053	60.66
2	273	OU12-A-U	UKULELE SOPRANO MAHOGANY SERIE	4	41.88	201	_SYS00000005053	167.52
