ParentKey	LineNum	SourcePath	FileName	FileExtension	Override	FreeText
AbsoluteEntry	LineNum	srcPath	FileName	FileExt	Override	FreeText
2455	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-164	jpg	Y	CA-164
2456	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-161-15FT(2) - (05-19)	jpg	Y	CP-161-15FT
2456	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-161-15FT - (05-19)	jpg	Y	CP-161-15FT
2456	2	\\192.168.10.27\Documentos_SAP\Anexos	CP-161-15FT(3) - (05-19)	jpg	Y	CP-161-15FT
2457	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-165_960x768	jpg	Y	CA-165
2457	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-165(2)_768x960	jpg	Y	CA-165
2458	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-162-25FT(2) - (02-20)	jpg	Y	CP-162-25FT
2458	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-162-25FT(1-3) - (02-20)	jpg	Y	CP-162-25FT
2458	2	\\192.168.10.27\Documentos_SAP\Anexos	CP-162-25FT(3) - (02-20)	jpg	Y	CP-162-25FT
2459	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-143-10FT(2) - (06-19)	jpg	Y	CP-143-10FT
2459	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-143-10FT - (06-19)	jpg	Y	CP-143-10FT
2459	2	\\192.168.10.27\Documentos_SAP\Anexos	CP-143-10FT(3) - (06-19)	jpg	Y	CP-143-10FT
2460	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-143-10FT_768x960	jpg	Y	CP-146-20FT
2460	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-143-10FT(2)	jpg	Y	CP-146-20FT
2461	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L1(2) - (05-19)	jpg	Y	SMXJ250L1
2461	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L1 - (05-19)	jpg	Y	SMXJ250L1
2461	2	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L1(3) - (05-19)	jpg	Y	SMXJ250L1
2462	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L3(2) - (05-19)	jpg	Y	SMXJ250L3
2462	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L3 - (05-19)	jpg	Y	SMXJ250L3
2462	2	\\192.168.10.27\Documentos_SAP\Anexos	SMXJ250L3(3) - (05-19)	jpg	Y	SMXJ250L3
2463	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L10(2)	jpg	Y	SMXX200L10
2463	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200 15MT	jpg	Y	SMXX200L10
2464	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L15(2) - (02-20)	jpg	Y	SMXX200L15
2464	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L15(1-3) - (02-20)	jpg	Y	SMXX200L15
2465	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L1(2)	jpg	Y	SMXX200L1
2465	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200 15MT	jpg	Y	SMXX200L1
2466	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L1(2)	jpg	Y	SMXX200L3
2466	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200 15MT	jpg	Y	SMXX200L3
2467	0	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200L1(2)	jpg	Y	SMXX200L5
2467	1	\\192.168.10.27\Documentos_SAP\Anexos	SMXX200 15MT	jpg	Y	SMXX200L5
2468	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-168-15FT_768x960	jpg	Y	CP-168-15FT
2468	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-168-25FT(2)	jpg	Y	CP-168-15FT
2470	0	\\192.168.10.27\Documentos_SAP\Anexos	CP-168-15FT_768x960	jpg	Y	CP-168-25FT
2470	1	\\192.168.10.27\Documentos_SAP\Anexos	CP-168-25FT(2)	jpg	Y	CP-168-25FT
2473	0	\\192.168.10.27\Documentos_SAP\Anexos	MC032-100	jpg	Y	MC032-100
2474	0	\\192.168.10.27\Documentos_SAP\Anexos	MC032-300	jpg	Y	MC032-300
2476	0	\\192.168.10.27\Documentos_SAP\Anexos	MC010	jpg	Y	MC010 (L1000)
2478	0	\\192.168.10.27\Documentos_SAP\Anexos	MC006	jpg	Y	MC006
2480	0	\\192.168.10.27\Documentos_SAP\Anexos	MC080-BLUE	jpg	Y	MC080-BLUE
2482	0	\\192.168.10.27\Documentos_SAP\Anexos	MC002	jpg	Y	MC002
2483	0	\\192.168.10.27\Documentos_SAP\Anexos	IC-20NN	jpg	Y	IC-20NN OF
2484	0	\\192.168.10.27\Documentos_SAP\Anexos	MC-10NN	jpg	Y	MC-10NN OF
2485	0	\\192.168.10.27\Documentos_SAP\Anexos	MC-20NN	jpg	Y	MC-20NN OF
2497	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7YL-100_960x768	jpg	Y	CBL-7YL-100
2497	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7YL-100(2)_932x768	jpg	Y	CBL-7YL-100
2498	0	\\192.168.10.27\Documentos_SAP\Anexos	6BL_960x768	jpg	Y	6BL
2498	1	\\192.168.10.27\Documentos_SAP\Anexos	6BL(2)_768x1017	jpg	Y	6BL
2499	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BK-100(2)_960x768	jpg	Y	CBL-7BL-100
2499	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BLxMT(2)_932x768	jpg	Y	CBL-7BL-100
2500	0	\\192.168.10.27\Documentos_SAP\Anexos	6BK_960x768	jpg	Y	6BK
2500	1	\\192.168.10.27\Documentos_SAP\Anexos	6BK(2)_404x1024	jpg	Y	6BK
2501	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BK-100(2)_960x768	jpg	Y	CBL-7BK-100
2501	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BK-100(2)_932x768	jpg	Y	CBL-7BK-100
2502	0	\\192.168.10.27\Documentos_SAP\Anexos	CPM-216BK_960x768	jpg	Y	CPM-216BK
2502	1	\\192.168.10.27\Documentos_SAP\Anexos	CPM-216BKxMT_874x768	jpg	Y	CPM-216BK
2503	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7RD-100_960x768	jpg	Y	CBL-7RD-100
2503	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7RD-100(2)_932x768	jpg	Y	CBL-7RD-100
2504	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-M012BL_960x768	jpg	Y	CA-M012BL
2505	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-M012RD_960x768	jpg	Y	CA-M012RD
2505	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-M012RD(2)_678x1024	jpg	Y	CA-M012RD
2506	0	\\192.168.10.27\Documentos_SAP\Anexos	MC-3-500	jpg	Y	MC-3-500 OF
2507	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BL-305_960x768	jpg	Y	CBL-7BL-305
2507	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BLxMT(2)_932x768	jpg	Y	CBL-7BL-305
2508	0	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BK-300_960x768	jpg	Y	CBL-7BK-305
2508	1	\\192.168.10.27\Documentos_SAP\Anexos	CBL-7BK-100(2)_932x768	jpg	Y	CBL-7BK-305
2513	0	\\192.168.10.27\Documentos_SAP\Anexos	SC020B	jpg	Y	SC020B
2514	0	\\192.168.10.27\Documentos_SAP\Anexos	SSSS220L10(2)	jpg	Y	SSSS220L10
2514	1	\\192.168.10.27\Documentos_SAP\Anexos	SSSS220 5MT	jpg	Y	SSSS220L10
2515	0	\\192.168.10.27\Documentos_SAP\Anexos	SSSS220L5(2) - (07-19)	jpg	Y	SSSS220L5
2515	1	\\192.168.10.27\Documentos_SAP\Anexos	SSSS220 5MT	jpg	Y	SSSS220L5
2516	0	\\192.168.10.27\Documentos_SAP\Anexos	CPS-112BKxMT	jpg	Y	CPS-112BKxMT
2521	0	\\192.168.10.27\Documentos_SAP\Anexos	14RB-ExMT	jpg	Y	14RB-ExMT
2522	0	\\192.168.10.27\Documentos_SAP\Anexos	16RB-ExMT	jpg	Y	16RB-ExMT
2523	0	\\192.168.10.27\Documentos_SAP\Anexos	18RB-ExMT	jpg	Y	18RB-ExMT
2524	0	\\192.168.10.27\Documentos_SAP\Anexos	20RB-ExMT	jpg	Y	20RB-ExMT
2525	0	\\192.168.10.27\Documentos_SAP\Anexos	22RB-ExMT	jpg	Y	22RB-ExMT
2526	0	\\192.168.10.27\Documentos_SAP\Anexos	24RB-ExMT	jpg	Y	24RB-ExMT
2536	0	\\192.168.10.27\Documentos_SAP\Anexos	CPS-114BK_960x768	jpg	Y	CPS-114BK
2536	1	\\192.168.10.27\Documentos_SAP\Anexos	CPS-114BK(2)_768x898	jpg	Y	CPS-114BK
2537	0	\\192.168.10.27\Documentos_SAP\Anexos	CPS-112BK(0)	jpg	Y	CPS-112BK
2538	0	\\192.168.10.27\Documentos_SAP\Anexos	CPS-116BK_960x768	jpg	Y	CPS-116BK
2538	1	\\192.168.10.27\Documentos_SAP\Anexos	CPS-114BK(2)_768x898	jpg	Y	CPS-116BK
2539	0	\\192.168.10.27\Documentos_SAP\Anexos	14RB-100E_960x768	jpg	Y	14RB-100E
2539	1	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(2)_842x768	jpg	Y	14RB-100E
2540	0	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(1)_960x768	jpg	Y	16RB-100E
2540	1	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(2)_842x768	jpg	Y	16RB-100E
2541	0	\\192.168.10.27\Documentos_SAP\Anexos	18RB-100E(1)_960x768	jpg	Y	18RB-100E
2541	1	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(2)_842x768	jpg	Y	18RB-100E
2542	0	\\192.168.10.27\Documentos_SAP\Anexos	20RB-100E(1)_960x768	jpg	Y	20RB-100E
2542	1	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(2)_842x768	jpg	Y	20RB-100E
2543	0	\\192.168.10.27\Documentos_SAP\Anexos	22RB-100E_960x768	jpg	Y	22RB-100E
2543	1	\\192.168.10.27\Documentos_SAP\Anexos	16RB-100E(2)_842x768	jpg	Y	22RB-100E
2545	0	\\192.168.10.27\Documentos_SAP\Anexos	2X12D-100	jpg	Y	2X12D-100
2545	1	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(3)_960x768	jpg	Y	2X12D-100
2546	0	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(1)_960x768	jpg	Y	2X14D-100
2546	1	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(3)_960x768	jpg	Y	2X14D-100
2547	0	\\192.168.10.27\Documentos_SAP\Anexos	2X16D-100_960x768	jpg	Y	2X16D-100
2547	1	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(3)_960x768	jpg	Y	2X16D-100
2548	0	\\192.168.10.27\Documentos_SAP\Anexos	2X18D-100_960x768	jpg	Y	2X18D-100
2548	1	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(3)_960x768	jpg	Y	2X18D-100
2549	0	\\192.168.10.27\Documentos_SAP\Anexos	2X22D-100	jpg	Y	2X22D-100
2549	1	\\192.168.10.27\Documentos_SAP\Anexos	2X14D-100(3)_960x768	jpg	Y	2X22D-100
2550	0	\\192.168.10.27\Documentos_SAP\Anexos	18RB-300E_960x768	jpg	Y	18RB-300E
2550	1	\\192.168.10.27\Documentos_SAP\Anexos	24RB-300E(3)_960x768	jpg	Y	18RB-300E
2551	0	\\192.168.10.27\Documentos_SAP\Anexos	20RB-300E_960x768	jpg	Y	20RB-300E
2551	1	\\192.168.10.27\Documentos_SAP\Anexos	24RB-300E(3)_960x768	jpg	Y	20RB-300E
2552	0	\\192.168.10.27\Documentos_SAP\Anexos	22RB-300E - (12-19)	jpg	Y	22RB-300E
2552	1	\\192.168.10.27\Documentos_SAP\Anexos	22RB-300E(3) - (12-19)	jpg	Y	22RB-300E
2552	2	\\192.168.10.27\Documentos_SAP\Anexos	22RB-300E(4) - (12-19)	jpg	Y	22RB-300E
2553	0	\\192.168.10.27\Documentos_SAP\Anexos	24RB-300E(1)_960x768	jpg	Y	24RB-300E
2553	1	\\192.168.10.27\Documentos_SAP\Anexos	24RB-300E(3)_960x768	jpg	Y	24RB-300E
2556	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-112AC 12_960x768	jpg	Y	CA-112AC12
2556	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-112AC 12(2)_960x768	jpg	Y	CA-112AC12
2557	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-112AC 14_960x768	jpg	Y	CA-112AC14
2557	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-112AC14(2)_960x768	jpg	Y	CA-112AC14
2558	0	\\192.168.10.27\Documentos_SAP\Anexos	CF-10-100	jpg	Y	CF-10-100 OF
2559	0	\\192.168.10.27\Documentos_SAP\Anexos	CF-12-100	jpg	Y	CF-12-100 OF
2560	0	\\192.168.10.27\Documentos_SAP\Anexos	CF-14-100	jpg	Y	CF-14-100 OF
2561	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-0215	jpg	Y	CA-0215
2561	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-0215(2)	jpg	Y	CA-0215
2562	0	\\192.168.10.27\Documentos_SAP\Anexos	SGJJ130L015(2) - (07-20)	jpg	Y	SGJJ130L015
2562	1	\\192.168.10.27\Documentos_SAP\Anexos	SGJJ130L015(3) - (07-20)	jpg	Y	SGJJ130L015
2563	0	\\192.168.10.27\Documentos_SAP\Anexos	00069580	jpg	Y	69580
2563	1	\\192.168.10.27\Documentos_SAP\Anexos	00069580(2)	jpg	Y	69580
2564	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MF10	jpg	Y	JC40-MF10
2565	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MF15	jpg	Y	JC40-MF15
2566	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MF20	jpg	Y	JC40-MF20
2567	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MM10	jpg	Y	JC40-MM10
2568	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MM15	jpg	Y	JC40-MM15
2569	0	\\192.168.10.27\Documentos_SAP\Anexos	JC40-MM20	jpg	Y	JC40-MM20
2576	0	\\192.168.10.27\Documentos_SAP\Anexos	HY1.5466	jpg	Y	HY1.5466 OF
2580	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-1015	jpg	Y	CA-1015
2580	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-1015(2)	jpg	Y	CA-1015
2581	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-1030	jpg	Y	CA-1030
2581	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-1030(2)	jpg	Y	CA-1030
2582	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-1515	jpg	Y	CA-1515
2582	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-1515(2)	jpg	Y	CA-1515
2583	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-1015LP	jpg	Y	CA-1015LP
2583	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-1015LP(2)	jpg	Y	CA-1015LP
2587	0	\\192.168.10.27\Documentos_SAP\Anexos	PW-0-100 RED	jpg	Y	PW-0-100 RED OF
2588	0	\\192.168.10.27\Documentos_SAP\Anexos	PW-4-100 RED	jpg	Y	PW-4-100 RED OF
2589	0	\\192.168.10.27\Documentos_SAP\Anexos	PW-4-250 RED_960x768	jpg	Y	PW-4-250 RED
2589	1	\\192.168.10.27\Documentos_SAP\Anexos	PW-4-250 RED(3)_960x768	jpg	Y	PW-4-250 RED
2590	0	\\192.168.10.27\Documentos_SAP\Anexos	PW-8-250 RED_960x768	jpg	Y	PW-8-250 RED
2590	1	\\192.168.10.27\Documentos_SAP\Anexos	PW-8-250 RED(3)_960x768	jpg	Y	PW-8-250 RED
2591	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-10L15	jpg	Y	CA-10L15
2591	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-10L15(2)	jpg	Y	CA-10L15
2592	0	\\192.168.10.27\Documentos_SAP\Anexos	LLT-706CxMT	jpg	Y	LLT-706CxMT
2593	0	\\192.168.10.27\Documentos_SAP\Anexos	LLT-708C(2)	jpg	Y	LLT-708CxMT
2593	1	\\192.168.10.27\Documentos_SAP\Anexos	LLT-708C	jpg	Y	LLT-708CxMT
2594	0	\\192.168.10.27\Documentos_SAP\Anexos	LLT-706C	jpg	Y	LLT-706C OF
2595	0	\\192.168.10.27\Documentos_SAP\Anexos	LLT-708C	jpg	Y	LLT-708C OF
2605	0	\\192.168.10.27\Documentos_SAP\Anexos	AC-5517	jpg	Y	AC-5517
2605	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	AC-5517
2607	0	\\192.168.10.27\Documentos_SAP\Anexos	DL-7450	jpg	Y	DL-7450
2607	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	DL-7450
2608	0	\\192.168.10.27\Documentos_SAP\Anexos	HP-7450_960x768	jpg	Y	HP-7450
2608	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	HP-7450
2609	0	\\192.168.10.27\Documentos_SAP\Anexos	HP-4817	jpg	Y	HP-4817
2609	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	HP-4817
2610	0	\\192.168.10.27\Documentos_SAP\Anexos	SS-5030_768x946	jpg	Y	SS-5030
2610	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	SS-5030
2611	0	\\192.168.10.27\Documentos_SAP\Anexos	SN-6544_960x768	jpg	Y	SN-6544
2611	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	SN-6544
2612	0	\\192.168.10.27\Documentos_SAP\Anexos	AC-5525	jpg	Y	TO-5525
2612	1	\\192.168.10.27\Documentos_SAP\Anexos	FUNDA CABLES	jpg	Y	TO-5525
2613	0	\\192.168.10.27\Documentos_SAP\Anexos	SC-C-IPOD	jpg	Y	SC-C-IPOD OF
2614	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-4100GRxMT	jpg	Y	CA-4100GRxMT
2615	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-4100GR	jpg	Y	CA-4100GR OF
2616	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-312IV - (02-19)	jpg	Y	TA-312IV
2616	1	\\192.168.10.27\Documentos_SAP\Anexos	TA-312IV(2) - (02-19)	jpg	Y	TA-312IV
2616	2	\\192.168.10.27\Documentos_SAP\Anexos	TA-312IV(3) - (02-19)	jpg	Y	TA-312IV
2617	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-314IV - (02-19)	jpg	Y	TA-314IV
2617	1	\\192.168.10.27\Documentos_SAP\Anexos	TA-314IV(2) - (02-19)	jpg	Y	TA-314IV
2617	2	\\192.168.10.27\Documentos_SAP\Anexos	TA-314IV(3) - (02-19)	jpg	Y	TA-314IV
2618	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-312IV_960x768	jpg	Y	TA-318IV
2620	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-312BK_960x768	jpg	Y	TA-312BK
2621	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-314BK_960x768	jpg	Y	TA-314BK
2622	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-314BK_960x768	jpg	Y	TA-318BK
2623	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-378-6	jpg	Y	TA-378-6
2624	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-332IV_960x768	jpg	Y	TA-332IV
2625	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-332IV_960x768	jpg	Y	TA-334IV
2627	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-332IV_960x768	jpg	Y	TA-338IV
2628	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-338BK_960x768	jpg	Y	TA-338BK
2629	0	\\192.168.10.27\Documentos_SAP\Anexos	IT706120-1000SRL	jpg	Y	IT706120xMT
2629	1	\\192.168.10.27\Documentos_SAP\Anexos	IT706120-1000SRL(2)	jpg	Y	IT706120xMT
2630	0	\\192.168.10.27\Documentos_SAP\Anexos	IT706120-1000SRL	jpg	Y	IT706120-1000SRL OF
2633	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-404IV-100_960x768	jpg	Y	TA-404IV-100
2633	1	\\192.168.10.27\Documentos_SAP\Anexos	TA-404IV-300(2)_1024x694	jpg	Y	TA-404IV-100
2634	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-406IV-100_960x768	jpg	Y	TA-406IV-100
2634	1	\\192.168.10.27\Documentos_SAP\Anexos	TA-406IV-100(2)_981x768	jpg	Y	TA-406IV-100
2635	0	\\192.168.10.27\Documentos_SAP\Anexos	TA-404IV-300_960x768	jpg	Y	TA-404IV-300
2635	1	\\192.168.10.27\Documentos_SAP\Anexos	TA-404IV-300(2)_1024x694	jpg	Y	TA-404IV-300
2637	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-062A-1.8M	jpg	Y	CA-062A-1.8M
2637	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-062A-1.8M(2)	jpg	Y	CA-062A-1.8M
2638	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-062A-3M	jpg	Y	CA-062A-3M
2638	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-062A-3M(2)	jpg	Y	CA-062A-3M
2639	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-063A-1.8M	jpg	Y	CA-063A-1.8M
2639	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-063A-1.8M(2)	jpg	Y	CA-063A-1.8M
2640	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF	jpg	Y	CA-35UF
2640	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF(2)	jpg	Y	CA-35UF
2641	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF - (07-19)	jpg	Y	CA-35UF (C/FILTRO)
2641	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF(2) - (07-19)	jpg	Y	CA-35UF (C/FILTRO)
2641	2	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF(3) - (07-19)	jpg	Y	CA-35UF (C/FILTRO)
2641	3	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UF(4) - (07-19)	jpg	Y	CA-35UF (C/FILTRO)
2642	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-711F - (09-19)	jpg	Y	CA-711F
2642	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-711F(2) - (09-19)	jpg	Y	CA-711F
2642	2	\\192.168.10.27\Documentos_SAP\Anexos	CA-711F(3) - (09-19)	jpg	Y	CA-711F
2642	3	\\192.168.10.27\Documentos_SAP\Anexos	CA-711F(1-4) - (09-19)	jpg	Y	CA-711F
2643	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-710F - (05-19)	jpg	Y	CA-710F
2643	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-710F(2) - (05-19)	jpg	Y	CA-710F
2643	2	\\192.168.10.27\Documentos_SAP\Anexos	CA-710F(3) - (05-19)	jpg	Y	CA-710F
2643	3	\\192.168.10.27\Documentos_SAP\Anexos	CA-710F(4) - (05-19)	jpg	Y	CA-710F
2645	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3_960x768	jpg	Y	CA-124-1.8
2645	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3(3)_768x960	jpg	Y	CA-124-1.8
2646	0	\\192.168.10.27\Documentos_SAP\Anexos	FY-1010TB - (05-19)	jpg	Y	FY-1010TB
2646	1	\\192.168.10.27\Documentos_SAP\Anexos	FY-1010TB(2) - (05-19)	jpg	Y	FY-1010TB
2646	2	\\192.168.10.27\Documentos_SAP\Anexos	FY-1010TB(3) - (05-19)	jpg	Y	FY-1010TB
2646	3	\\192.168.10.27\Documentos_SAP\Anexos	FY-1010TB(4) - (05-19)	jpg	Y	FY-1010TB
2647	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-10M	jpg	Y	CA-124-10M
2647	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-10M(2)	jpg	Y	CA-124-10M
2649	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3_960x768	jpg	Y	CA-124-3
2649	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3(3)_768x960	jpg	Y	CA-124-3
2650	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3_960x768	jpg	Y	CA-124-5
2650	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-124-3(3)_768x960	jpg	Y	CA-124-5
2651	0	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-1.5M	jpg	Y	YUSB2-T02-1.5M
2651	1	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-1.5M(3.1)	jpg	Y	YUSB2-T02-1.5M
2652	0	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-3M	jpg	Y	YUSB2-T02-3M
2652	1	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-1.5M(3.1)	jpg	Y	YUSB2-T02-3M
2653	0	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-3M	jpg	Y	YUSB2-T02-5M
2653	1	\\192.168.10.27\Documentos_SAP\Anexos	YUSB2-T02-1.5M(3.1)	jpg	Y	YUSB2-T02-5M
2657	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UM	jpg	Y	CA-35UM
2657	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UM-1.8M(2)	jpg	Y	CA-35UM
2658	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UM (CFILTRO)_960x768	jpg	Y	CA-35UM (C/FILTRO)
2658	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-35UM (CFILTRO)(3)_960x768	jpg	Y	CA-35UM (C/FILTRO)
2659	0	\\192.168.10.27\Documentos_SAP\Anexos	FY-1009	jpg	Y	FY-1009
2659	1	\\192.168.10.27\Documentos_SAP\Anexos	FY-1009(2)_768x960	jpg	Y	FY-1009
2660	0	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-WH - (01-18)	jpg	Y	HV-CB509WH
2660	1	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-WH(2) - (01-18)	jpg	Y	HV-CB509WH
2660	2	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-WH(3) - (01-18)	jpg	Y	HV-CB509WH
2661	0	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-BK - (01-18)	jpg	Y	HV-CB509BK
2661	1	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-BK(2) - (01-18)	jpg	Y	HV-CB509BK
2661	2	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509-BK(3) - (01-18)	jpg	Y	HV-CB509BK
2662	0	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509PR	jpg	Y	HV-CB509PR
2662	1	\\192.168.10.27\Documentos_SAP\Anexos	HV-CB509PR(2)	jpg	Y	HV-CB509PR
2663	0	\\192.168.10.27\Documentos_SAP\Anexos	CA-702	jpg	Y	CA-702
2663	1	\\192.168.10.27\Documentos_SAP\Anexos	CA-702(2)	jpg	Y	CA-702
