ItemCode	PurchasePackagingUnit	SalesUnit
HV-CB608GN	UNIDAD	UNIDAD
CA-7321 OF	UNIDAD	UNIDAD
CA-7814WH OF	UNIDAD	UNIDAD
CA-7320WH OF	UNIDAD	UNIDAD
HV-H691	UNIDAD	UNIDAD
CA-721 OF	UNIDAD	UNIDAD
CA-712	UNIDAD	UNIDAD
CA-730BK	UNIDAD	UNIDAD
CA-734BK	UNIDAD	UNIDAD
HV-CB405WH	UNIDAD	UNIDAD
HV-CB405BK	UNIDAD	UNIDAD
CA-7330WH	UNIDAD	UNIDAD
HV-H68	UNIDAD	UNIDAD
HV-H682	UNIDAD	UNIDAD
YUSB2-T01-1.5M	UNIDAD	UNIDAD
YUSB2-T01-3M	UNIDAD	UNIDAD
YUSB2-T01-5M	UNIDAD	UNIDAD
CA-7810C OF	UNIDAD	UNIDAD
CA-752	UNIDAD	UNIDAD
YUSB2-T03-1.5M	UNIDAD	UNIDAD
CA-752C OF	UNIDAD	UNIDAD
YUSB2-T03-3M	UNIDAD	UNIDAD
YUSB2-T03-5M	UNIDAD	UNIDAD
REP-CA-ARDUINO	UNIDAD	UNIDAD
CA-STP056XMT	UNIDAD	UNIDAD
CA-STP056-305	ROLLO	ROLLO
BL-IBM-425-6 OF	UNIDAD	UNIDAD
UTP-5EOBL-1.8M	UNIDAD	UNIDAD
UTP-5EOBL-10M	UNIDAD	UNIDAD
UTP-5EOBL-3M	UNIDAD	UNIDAD
UTP-5EOGR-1.8M	UNIDAD	UNIDAD
UTP-5EOGR-10M	UNIDAD	UNIDAD
UTP-5EOGR-3M	UNIDAD	UNIDAD
UTP-5EOGR-5M	UNIDAD	UNIDAD
UTP-6EOBL-10M	UNIDAD	UNIDAD
UTP-6EOBL-5M	UNIDAD	UNIDAD
UTP-6EOGR-10M	UNIDAD	UNIDAD
UTP-6EOGR-5M	UNIDAD	UNIDAD
UTP-6EOBL-1.8M	UNIDAD	UNIDAD
UTP-6EOBL-3M	UNIDAD	UNIDAD
UTP-42xMT	METRO	METRO
CA-055ExMT	METRO	METRO
IR5244SLxMT	METRO	METRO
CA-045ExMT	METRO	METRO
CA-056XMT	METRO	METRO
IR6244SLxMT	METRO	METRO
IR5244SL-100	ROLLO	ROLLO
UTP-42-100	ROLLO	ROLLO
IR6244SL-100	ROLLO	ROLLO
CA-055E-305	ROLLO	ROLLO
CA-045E-305	ROLLO	ROLLO
CA-056-305	ROLLO	ROLLO
IR5244SL	ROLLO	ROLLO
UTP-42	ROLLO	ROLLO
IR6244SL	ROLLO	ROLLO
CA-34M-1.5	UNIDAD	UNIDAD
CA-34M-1.8	UNIDAD	UNIDAD
CA-34M-10	UNIDAD	UNIDAD
CA-34M-15	UNIDAD	UNIDAD
CA-34M-20	UNIDAD	UNIDAD
CA-34M-25	UNIDAD	UNIDAD
CA-34M-35	UNIDAD	UNIDAD
CA-34M-3	UNIDAD	UNIDAD
QX-7304MM-164 OF	UNIDAD	UNIDAD
CA-34M-5	UNIDAD	UNIDAD
CA-34M-8	UNIDAD	UNIDAD
CC-152	UNIDAD	UNIDAD
AP-V-6 OF	UNIDAD	UNIDAD
REP-CA-LED-SIGMA	UNIDAD	UNIDAD
PD15U_PSS-912	UNIDAD	UNIDAD
KS-CS15A_PSS-912	UNIDAD	UNIDAD
AVANTI15A_SB-16	UNIDAD	UNIDAD
PH15 PRO	UNIDAD	UNIDAD
ACTION12A 115V	UNIDAD	UNIDAD
ACTION15A 115V	UNIDAD	UNIDAD
TAP-20BT	UNIDAD	UNIDAD
TAP20A BK	UNIDAD	UNIDAD
TAP40A BK	UNIDAD	UNIDAD
ALTEA-715A	UNIDAD	UNIDAD
ALTEA-415A	UNIDAD	UNIDAD
DM115	UNIDAD	UNIDAD
PD215U	UNIDAD	UNIDAD
ACTION215A 115V	UNIDAD	UNIDAD
DPE 4P USLC	UNIDAD	UNIDAD
KS-CS215A	UNIDAD	UNIDAD
PV215D	UNIDAD	UNIDAD
VANTEC-215A	UNIDAD	UNIDAD
DPE 2P USLC W/O CB	UNIDAD	UNIDAD
FORZA15A (UL)	UNIDAD	UNIDAD
PVXP15 DSP 120US	UNIDAD	UNIDAD
RBN112 ENCLOSURE	UNIDAD	UNIDAD
VANTEC-12A	UNIDAD	UNIDAD
VANTEC-15A	UNIDAD	UNIDAD
X15A-MP	UNIDAD	UNIDAD
X15A-MP REMATE	UNIDAD	UNIDAD
KR-7812R	UNIDAD	UNIDAD
AX-SPA156BR	UNIDAD	UNIDAD
KR-41BL OF	UNIDAD	UNIDAD
KR-41RD OF	UNIDAD	UNIDAD
KR-61RD OF	UNIDAD	UNIDAD
KR-61BL OF	UNIDAD	UNIDAD
KR-62BK OF	UNIDAD	UNIDAD
AX-WH12B	UNIDAD	UNIDAD
DELTA15	UNIDAD	UNIDAD
KR-150L REMATE	UNIDAD	UNIDAD
KR-151B	UNIDAD	UNIDAD
KR-151L	UNIDAD	UNIDAD
KR-152LW	UNIDAD	UNIDAD
KR-152LW REMATE	UNIDAD	UNIDAD
KR-151L REMATE	UNIDAD	UNIDAD
KR-152B	UNIDAD	UNIDAD
SIGMA156Y REMATE	UNIDAD	UNIDAD
SIGMA156Y	UNIDAD	UNIDAD
SIGMA156BL REMATE	UNIDAD	UNIDAD
SIGMA156BL	UNIDAD	UNIDAD
AX-SPA156BL	UNIDAD	UNIDAD
AX-SPA156BL REMATE	UNIDAD	UNIDAD
INFINITY15	UNIDAD	UNIDAD
AX-SPA156B	UNIDAD	UNIDAD
AX-SPA156G	UNIDAD	UNIDAD
AX-SPA156G REMATE	UNIDAD	UNIDAD
SIGMA156B LIQUIDACION	UNIDAD	UNIDAD
SIGMA156B REMATE	UNIDAD	UNIDAD
SIGMA156B	UNIDAD	UNIDAD
SIGMA156R	UNIDAD	UNIDAD
SIGMA156R LIQUIDACION	UNIDAD	UNIDAD
SIGMA156G REMATE	UNIDAD	UNIDAD
SIGMA156G	UNIDAD	UNIDAD
ALFA15	UNIDAD	UNIDAD
ALFA15 REMATE	UNIDAD	UNIDAD
AX-WH15B	UNIDAD	UNIDAD
OMEGA2156	UNIDAD	UNIDAD
AX-SPA2156LED	UNIDAD	UNIDAD
IMPACT TWO	UNIDAD	UNIDAD
AX-WH215B	UNIDAD	UNIDAD
KR-X10D	UNIDAD	UNIDAD
AX-SPA1004R	UNIDAD	UNIDAD
AX-SPA1006BR	UNIDAD	UNIDAD
AX-SPA1004R REMATE	UNIDAD	UNIDAD
AX-DJ10	UNIDAD	UNIDAD
KR-G12	UNIDAD	UNIDAD
KR-X12D	UNIDAD	UNIDAD
AX-SRL126	UNIDAD	UNIDAD
KR-7815R	UNIDAD	UNIDAD
KR-G15	UNIDAD	UNIDAD
KR-X15D	UNIDAD	UNIDAD
AX-SRL156	UNIDAD	UNIDAD
AX-SRL156 REMATE	UNIDAD	UNIDAD
AX-SPA1504R	UNIDAD	UNIDAD
AX-51BL	UNIDAD	UNIDAD
KR-51BL_	UNIDAD	UNIDAD
AX-51BK	UNIDAD	UNIDAD
KR-51BK_	UNIDAD	UNIDAD
SPA-K76BLT	UNIDAD	UNIDAD
KR-F8	UNIDAD	UNIDAD
KR-LG8	UNIDAD	UNIDAD
KR-X8D	UNIDAD	UNIDAD
AX-SPA804R	UNIDAD	UNIDAD
AX-SPA806BR	UNIDAD	UNIDAD
AX-SPA804R REMATE	UNIDAD	UNIDAD
SPA-K218UR	UNIDAD	UNIDAD
SPA-K218UR REMATE	UNIDAD	UNIDAD
SPA-K79BLT	UNIDAD	UNIDAD
SPA-K78BLT	UNIDAD	UNIDAD
KR-L210	UNIDAD	UNIDAD
KR-L206	UNIDAD	UNIDAD
SPA-G3010UR	UNIDAD	UNIDAD
SPA-G3010BLT	UNIDAD	UNIDAD
SPA-B1010BLT	UNIDAD	UNIDAD
SPA-C1010BLT	UNIDAD	UNIDAD
SPA-B1010UR	UNIDAD	UNIDAD
SPA-C1010UR	UNIDAD	UNIDAD
AX-SPA1004B	UNIDAD	UNIDAD
AX-SPA1204B	UNIDAD	UNIDAD
AX-SPA1204BLT REMATE	UNIDAD	UNIDAD
AX-SPA1527-12V OF	UNIDAD	UNIDAD
AX-SPA1504MIC	UNIDAD	UNIDAD
AX-SPA1504MIC REMATE	UNIDAD	UNIDAD
AX-SPA151AU OF	UNIDAD	UNIDAD
AX-SPA153UDI OF	UNIDAD	UNIDAD
AX-WF15AUES OF	UNIDAD	UNIDAD
OPTIMUS1504	UNIDAD	UNIDAD
AX-SPA1504B	UNIDAD	UNIDAD
AX-SPA1504B REMATE	UNIDAD	UNIDAD
XPS 2.0 60 DJ SET	UNIDAD	UNIDAD
JE8PLBM REMATE	UNIDAD	UNIDAD
AX-SPA804B	UNIDAD	UNIDAD
AX-SPA804BLT REMATE	UNIDAD	UNIDAD
SPA-K510BLT	UNIDAD	UNIDAD
SPA-K512UR	UNIDAD	UNIDAD
QX-7004-6P4C	UNIDAD	UNIDAD
QX-7004-8P8C	UNIDAD	UNIDAD
QX-7027-6P4C	UNIDAD	UNIDAD
TDI-A2	UNIDAD	UNIDAD
DI PLUS	UNIDAD	UNIDAD
DI MAX	UNIDAD	UNIDAD
TDI-P1	UNIDAD	UNIDAD
DL-600B OF	UNIDAD	UNIDAD
BL2	UNIDAD	UNIDAD
DL-601AC	UNIDAD	UNIDAD
DL-602AC	UNIDAD	UNIDAD
DL-603AC	UNIDAD	UNIDAD
DL-602B	UNIDAD	UNIDAD
DL-603B	UNIDAD	UNIDAD
PE3	UNIDAD	UNIDAD
PE6	UNIDAD	UNIDAD
PE4	UNIDAD	UNIDAD
AX-SP1004	UNIDAD	UNIDAD
GMI-1031 OF	UNIDAD	UNIDAD
AX-SP1204	UNIDAD	UNIDAD
GMI-312 OF	UNIDAD	UNIDAD
GMI-1246	UNIDAD	UNIDAD
AX-SP126	UNIDAD	UNIDAD
AX-SP126 REMATE	UNIDAD	UNIDAD
AX-WF215	UNIDAD	UNIDAD
AX-WF215 REMATE	UNIDAD	UNIDAD
AX-WD1215	UNIDAD	UNIDAD
AX-WD1215 REMATE	UNIDAD	UNIDAD
GMI-2216	UNIDAD	UNIDAD
GMI-2216 REMATE	UNIDAD	UNIDAD
TPS115NEO-MKII	UNIDAD	UNIDAD
TPS215NEO-MKII	UNIDAD	UNIDAD
PVX 15	UNIDAD	UNIDAD
AX-SP1504	UNIDAD	UNIDAD
AX-SP156	UNIDAD	UNIDAD
AX-WD115	UNIDAD	UNIDAD
AX-WF15	UNIDAD	UNIDAD
AX-WX1570P OF	UNIDAD	UNIDAD
OPTIMUS1504 PASSIVE	UNIDAD	UNIDAD
GMI-1556	UNIDAD	UNIDAD
GMI-1556 REMATE	UNIDAD	UNIDAD
SPA-543WH	UNIDAD	UNIDAD
SPA-543BK	UNIDAD	UNIDAD
SPA-550WH	UNIDAD	UNIDAD
SPA-550BK	UNIDAD	UNIDAD
SPA-551WH	UNIDAD	UNIDAD
SPA-551BK	UNIDAD	UNIDAD
SPA-565WH	UNIDAD	UNIDAD
SPA-565BK	UNIDAD	UNIDAD
SPA-650WH	UNIDAD	UNIDAD
SPA-650BK	UNIDAD	UNIDAD
SPA-651WH	UNIDAD	UNIDAD
SPA-651BK	UNIDAD	UNIDAD
AX-SP804	UNIDAD	UNIDAD
TAP-20T	UNIDAD	UNIDAD
TAP-40T	UNIDAD	UNIDAD
DPE 215	UNIDAD	UNIDAD
KS215	UNIDAD	UNIDAD
DPE-115	UNIDAD	UNIDAD
IMPULSE 5C WHITE	UNIDAD	UNIDAD
KS15	UNIDAD	UNIDAD
PV115	UNIDAD	UNIDAD
SOHO V8 BK	UNIDAD	UNIDAD
PB-8333WH	UNIDAD	UNIDAD
REP-BOX-GD014	UNIDAD	UNIDAD
HCAJ3AWA	UNIDAD	UNIDAD
SCAJ100NT-LB	UNIDAD	UNIDAD
HCAJ100NT	UNIDAD	UNIDAD
SCAJ100BR-NT	UNIDAD	UNIDAD
HCAJ1NT	UNIDAD	UNIDAD
HCAJ3NT	UNIDAD	UNIDAD
HCAJ1MH-M	UNIDAD	UNIDAD
HCAJ1AWA NT	UNIDAD	UNIDAD
MCAJ100BK-MA	UNIDAD	UNIDAD
HCAJ2AMTS	UNIDAD	UNIDAD
HCAJ2ATS	UNIDAD	UNIDAD
HCAJ2RTS	UNIDAD	UNIDAD
MYO-CAJ	UNIDAD	UNIDAD
MYO-CAJ-OV	UNIDAD	UNIDAD
SC80AB	UNIDAD	UNIDAD
SC80HA	UNIDAD	UNIDAD
SC80DE	UNIDAD	UNIDAD
CAJ3MB-M	UNIDAD	UNIDAD
CAJ3MB-M REMATE	UNIDAD	UNIDAD
SUBCAJ1AWA	UNIDAD	UNIDAD
SUBCAJ5WN	UNIDAD	UNIDAD
SUBCAJ5WN REMATE	UNIDAD	UNIDAD
CAJ2GO-2	UNIDAD	UNIDAD
CAJ-PAD	UNIDAD	UNIDAD
CAJ2GO-1	UNIDAD	UNIDAD
TOPCAJ1MB	UNIDAD	UNIDAD
TOPCAJ2WN	UNIDAD	UNIDAD
REP-HEATER-QF-M9	UNIDAD	UNIDAD
REP-CALENT-F1500	UNIDAD	UNIDAD
HV-C3BK OF	UNIDAD	UNIDAD
HV- N601	UNIDAD	UNIDAD
ECO-W811	UNIDAD	UNIDAD
HV-N5082	UNIDAD	UNIDAD
STB45H	UNIDAD	UNIDAD
STB45L	UNIDAD	UNIDAD
STB45L-CH	UNIDAD	UNIDAD
STB45M	UNIDAD	UNIDAD
HCO4BK	UNIDAD	UNIDAD
CCB55 BM	UNIDAD	UNIDAD
STB55	UNIDAD	UNIDAD
STB55-CH	UNIDAD	UNIDAD
SL525-BK	UNIDAD	UNIDAD
LCOC-6B BK	UNIDAD	UNIDAD
FB65 BM	UNIDAD	UNIDAD
STB625	UNIDAD	UNIDAD
STB625-CH	UNIDAD	UNIDAD
STB625HH-G	UNIDAD	UNIDAD
KA625	UNIDAD	UNIDAD
STB625HH-C	UNIDAD	UNIDAD
STB625HH-S	UNIDAD	UNIDAD
SL675-BK	UNIDAD	UNIDAD
LC-7	UNIDAD	UNIDAD
STB80B	UNIDAD	UNIDAD
STB80B-CH	UNIDAD	UNIDAD
STB80S	UNIDAD	UNIDAD
STB80S-CH	UNIDAD	UNIDAD
BCOB	UNIDAD	UNIDAD
STB80BHH-C	UNIDAD	UNIDAD
STB80BHH-G	UNIDAD	UNIDAD
HCO2BK	UNIDAD	UNIDAD
KA80S	UNIDAD	UNIDAD
MB8 REMATE	UNIDAD	UNIDAD
RM80B	UNIDAD	UNIDAD
STB80BHH-S	UNIDAD	UNIDAD
SL850-BK	UNIDAD	UNIDAD
LCOC-9B	UNIDAD	UNIDAD
LCOC-6H CR	UNIDAD	UNIDAD
LCOC-6H BK	UNIDAD	UNIDAD
STB65H	UNIDAD	UNIDAD
STB815H	UNIDAD	UNIDAD
CAP-METAL	UNIDAD	UNIDAD
CM-5800	UNIDAD	UNIDAD
CM-9601A	UNIDAD	UNIDAD
MT-5110	UNIDAD	UNIDAD
ACAP-3500	UNIDAD	UNIDAD
ACAP-6000	UNIDAD	UNIDAD
DPF-6	UNIDAD	UNIDAD
C1K OF	UNIDAD	UNIDAD
C2K OF	UNIDAD	UNIDAD
A007D/SL-A	UNIDAD	UNIDAD
A007D/BK-A	UNIDAD	UNIDAD
TGC-220	UNIDAD	UNIDAD
MC-2 MUSEDO	UNIDAD	UNIDAD
MC-4 MUSEDO	UNIDAD	UNIDAD
A007D/SL-C	UNIDAD	UNIDAD
TGC-222	UNIDAD	UNIDAD
A007D/BK-C	UNIDAD	UNIDAD
C7B OF	UNIDAD	UNIDAD
C1 OF	UNIDAD	UNIDAD
C2 OF	UNIDAD	UNIDAD
CAPO PINZANS GR LIQUIDACION	UNIDAD	UNIDAD
CAPO PINZANS BK LIQUIDACION	UNIDAD	UNIDAD
LIC00009	UNIDAD	UNIDAD
LIC00005	UNIDAD	UNIDAD
REP-CAR-2156LED	UNIDAD	UNIDAD
REP-CAR-MX8	UNIDAD	UNIDAD
REP-CAR-1504B	UNIDAD	UNIDAD
REP-CAR-156B	UNIDAD	UNIDAD
REP-CAR-156W	UNIDAD	UNIDAD
REP-CAR-7812	UNIDAD	UNIDAD
REP-AD12V 1.5A	UNIDAD	UNIDAD
REP-AD12V 2A	UNIDAD	UNIDAD
REP-CAR-ALFA15	UNIDAD	UNIDAD
CC-109F-C	UNIDAD	UNIDAD
CC-125M-C	UNIDAD	UNIDAD
REP-CAR-GD014	UNIDAD	UNIDAD
PE-1502 OF	UNIDAD	UNIDAD
PE-1504	UNIDAD	UNIDAD
PE-156	UNIDAD	UNIDAD
PX-156N	UNIDAD	UNIDAD
PX-156BL	UNIDAD	UNIDAD
PX-156G	UNIDAD	UNIDAD
PX-156R	UNIDAD	UNIDAD
PX-156Y	UNIDAD	UNIDAD
REP-CAR-SP1204	UNIDAD	UNIDAD
C9304	UNIDAD	UNIDAD
8152-1B	UNIDAD	UNIDAD
LLD-506	UNIDAD	UNIDAD
8174-1B	UNIDAD	UNIDAD
LLD522	UNIDAD	UNIDAD
LLD-511A	UNIDAD	UNIDAD
AD-517	UNIDAD	UNIDAD
LLD-517	UNIDAD	UNIDAD
BC-020	UNIDAD	UNIDAD
HV-PB126BL	UNIDAD	UNIDAD
HV-PB126PR	UNIDAD	UNIDAD
HV-PB004X-BK	UNIDAD	UNIDAD
HV-PB004X-PK	UNIDAD	UNIDAD
HV-PB004X-GN	UNIDAD	UNIDAD
HV-PB116BL	UNIDAD	UNIDAD
HV-PB116PK	UNIDAD	UNIDAD
HV-PB116GN	UNIDAD	UNIDAD
HV-PB112	UNIDAD	UNIDAD
HV-PB003X-BK	UNIDAD	UNIDAD
HV-PB115	UNIDAD	UNIDAD
PL-EVENT208S	UNIDAD	UNIDAD
PL-EVENT218S	UNIDAD	UNIDAD
AX-CASE230	UNIDAD	UNIDAD
AX-CASE350	UNIDAD	UNIDAD
I50B125	UNIDAD	UNIDAD
I50B140	UNIDAD	UNIDAD
6PK-356NA-40	UNIDAD	UNIDAD
8PK-S118A	UNIDAD	UNIDAD
8PK-S118A-40	UNIDAD	UNIDAD
TS-030	UNIDAD	UNIDAD
TS-040	UNIDAD	UNIDAD
TS-060	UNIDAD	UNIDAD
TS-080	UNIDAD	UNIDAD
8PK-S120NAD-30	UNIDAD	UNIDAD
8PK-S120NAD-40	UNIDAD	UNIDAD
8PK-S120NAD-60	UNIDAD	UNIDAD
TS-025L OF	UNIDAD	UNIDAD
ZD-30B 30W	UNIDAD	UNIDAD
ZD-30B 40W	UNIDAD	UNIDAD
ZD-30B 60W	UNIDAD	UNIDAD
ZD-200B 30W	UNIDAD	UNIDAD
ZD-200B 40W	UNIDAD	UNIDAD
ZD-200B 60W	UNIDAD	UNIDAD
TS-042	UNIDAD	UNIDAD
TS-043	UNIDAD	UNIDAD
TS-044	UNIDAD	UNIDAD
KD-017 30W	UNIDAD	UNIDAD
KD-017 40W	UNIDAD	UNIDAD
TS-047	UNIDAD	UNIDAD
CD4001 CLD	UNIDAD	UNIDAD
CD4007 CLD	UNIDAD	UNIDAD
CD4008 CLD	UNIDAD	UNIDAD
CD40106 CLD	UNIDAD	UNIDAD
CD4011 CLD	UNIDAD	UNIDAD
CD4013 CLD	UNIDAD	UNIDAD
CD4015 CLD	UNIDAD	UNIDAD
CD4016	UNIDAD	UNIDAD
CD4017 CLD	UNIDAD	UNIDAD
CD4018	UNIDAD	UNIDAD
CD4021 CLD	UNIDAD	UNIDAD
CD4026 CLD	UNIDAD	UNIDAD
CD4027 CLD	UNIDAD	UNIDAD
CD4028 CLD	UNIDAD	UNIDAD
CD4040 CLD	UNIDAD	UNIDAD
CD4044	UNIDAD	UNIDAD
CD4046	UNIDAD	UNIDAD
CD4047	UNIDAD	UNIDAD
CD4049 CLD	UNIDAD	UNIDAD
CD4052 CLD	UNIDAD	UNIDAD
CD4053	UNIDAD	UNIDAD
CD4066 CLD	UNIDAD	UNIDAD
CD4069 CLD	UNIDAD	UNIDAD
CD4071	UNIDAD	UNIDAD
CD4071 CLD	UNIDAD	UNIDAD
CD4075	UNIDAD	UNIDAD
CD4077 CLD	UNIDAD	UNIDAD
CD4081 CLD	UNIDAD	UNIDAD
CD4082 CLD	UNIDAD	UNIDAD
CD4093 CLD	UNIDAD	UNIDAD
CD4094 CLD	UNIDAD	UNIDAD
CD4555 CLD	UNIDAD	UNIDAD
CD5401	UNIDAD	UNIDAD
MS-023 OF	UNIDAD	UNIDAD
NC-01C	UNIDAD	UNIDAD
MS-007M	UNIDAD	UNIDAD
NU001	UNIDAD	UNIDAD
NU003	UNIDAD	UNIDAD
NU002	UNIDAD	UNIDAD
NU004	UNIDAD	UNIDAD
NU009	UNIDAD	UNIDAD
NU005 OF	UNIDAD	UNIDAD
NU010 OF	UNIDAD	UNIDAD
NU006 OF	UNIDAD	UNIDAD
NU011 OF	UNIDAD	UNIDAD
HY1.2331	UNIDAD	UNIDAD
RC-CAR2M	UNIDAD	UNIDAD
RC-CAR4M	UNIDAD	UNIDAD
REP-PC-CAR4M	UNIDAD	UNIDAD
REP-7294	UNIDAD	UNIDAD
1420F	UNIDAD	UNIDAD
B1.25-13300 OF	UNIDAD	UNIDAD
B1-16220 OF	UNIDAD	UNIDAD
B1-16220R	UNIDAD	UNIDAD
B1-16250 OF	UNIDAD	UNIDAD
B1-1671 OF	UNIDAD	UNIDAD
B1.25-20230 OF	UNIDAD	UNIDAD
B1.25-2041 OF	UNIDAD	UNIDAD
B0.5-24210 OF	UNIDAD	UNIDAD
B1.25-5230	UNIDAD	UNIDAD
B1.25-6330	UNIDAD	UNIDAD
REP-KR4/6-AMP	UNIDAD	UNIDAD
REP-TDA8954J	UNIDAD	UNIDAD
CLAMP	UNIDAD	UNIDAD
MC-2	UNIDAD	UNIDAD
MC-4	UNIDAD	UNIDAD
PMC-6	UNIDAD	UNIDAD
CL3HW	UNIDAD	UNIDAD
CL18	UNIDAD	UNIDAD
CL1HW	UNIDAD	UNIDAD
CL1RW	UNIDAD	UNIDAD
LCDCLAVE	UNIDAD	UNIDAD
MH-ACTION V-DLX	UNIDAD	UNIDAD
MH-GB35A	UNIDAD	UNIDAD
MH-ACTION-A	UNIDAD	UNIDAD
MHB01CR	UNIDAD	UNIDAD
MHB01BK	UNIDAD	UNIDAD
MHB02BK	UNIDAD	UNIDAD
MHB02CR 2_2	UNIDAD	UNIDAD
MHB02BK 2_2	UNIDAD	UNIDAD
MHB02CR 3_3	UNIDAD	UNIDAD
MHB01CR 4-LINE	UNIDAD	UNIDAD
MHB01BK 4-LINE	UNIDAD	UNIDAD
MHB01CR 4_1	UNIDAD	UNIDAD
MHB01BK 4_1	UNIDAD	UNIDAD
MH04BK OF	UNIDAD	UNIDAD
MHG313	UNIDAD	UNIDAD
MHG317	UNIDAD	UNIDAD
MHG318	UNIDAD	UNIDAD
MHG301	UNIDAD	UNIDAD
MHG307	UNIDAD	UNIDAD
MHG302CR	UNIDAD	UNIDAD
MHG302	UNIDAD	UNIDAD
MH01BK 6-LINE	UNIDAD	UNIDAD
JN-07 SP LOCK	UNIDAD	UNIDAD
MH04CR	UNIDAD	UNIDAD
MH01BK	UNIDAD	UNIDAD
MH01CR	UNIDAD	UNIDAD
VPHW-4/4	UNIDAD	UNIDAD
COMBO 1504B	UNIDAD	UNIDAD
LEBP-1 BK OF	UNIDAD	UNIDAD
WSB500BPACK-A-U	UNIDAD	UNIDAD
WSB500TSPACK-A-U	UNIDAD	UNIDAD
RAPT_STGPK BLK	UNIDAD	UNIDAD
RAPT_STGPK RED	UNIDAD	UNIDAD
LEGP-1 BL	UNIDAD	UNIDAD
LEGP-1 BK	UNIDAD	UNIDAD
LEGP-1 RD	UNIDAD	UNIDAD
EFGS-7005	UNIDAD	UNIDAD
WS300BPACK-A-U	UNIDAD	UNIDAD
WS300TSPACK-A-U	UNIDAD	UNIDAD
HV-KB553GCM	UNIDAD	UNIDAD
HV-KB559GCM	UNIDAD	UNIDAD
HV-KB569GCM	UNIDAD	UNIDAD
HV-KB655GCM	UNIDAD	UNIDAD
XP3FM	UNIDAD	UNIDAD
HV-KB657CM	UNIDAD	UNIDAD
HV-H18	UNIDAD	UNIDAD
HV-H11	UNIDAD	UNIDAD
CC-543 (FY1041)	UNIDAD	UNIDAD
102-50V	UNIDAD	UNIDAD
103-50V	UNIDAD	UNIDAD
683J-400V	UNIDAD	UNIDAD
104J-250V (POL)	UNIDAD	UNIDAD
104J-400V	UNIDAD	UNIDAD
104-50V	UNIDAD	UNIDAD
224J-100V (POL)	UNIDAD	UNIDAD
224J-250V (POL)	UNIDAD	UNIDAD
334J-100V (MIL)	UNIDAD	UNIDAD
334K-100V (POL)	UNIDAD	UNIDAD
334J-250V (POL)	UNIDAD	UNIDAD
474J-250V	UNIDAD	UNIDAD
564J-630V	UNIDAD	UNIDAD
1.5MFD-250V	UNIDAD	UNIDAD
10MFD-250V	UNIDAD	UNIDAD
2MFD-250V	UNIDAD	UNIDAD
2.2MFD-250V	UNIDAD	UNIDAD
2.5MFD-250M (255K)	UNIDAD	UNIDAD
3.3MFD-250V	UNIDAD	UNIDAD
4.7MFD-250M (475K)	UNIDAD	UNIDAD
5MFD-250V	UNIDAD	UNIDAD
6.8MFD-250V	UNIDAD	UNIDAD
BTT 1.5MF-250V	UNIDAD	UNIDAD
BTT 10MF-250V	UNIDAD	UNIDAD
BTT 1MF-250V	UNIDAD	UNIDAD
BTT 2.5MF-250V	UNIDAD	UNIDAD
BTT 2MF-250V	UNIDAD	UNIDAD
BTT 3.5MF-250V	UNIDAD	UNIDAD
BTT 3MF-250V	UNIDAD	UNIDAD
BTT 4.5MF-250V	UNIDAD	UNIDAD
BTT 4MF-250V	UNIDAD	UNIDAD
BTT 5MF-250V	UNIDAD	UNIDAD
BTT 6MF-250V	UNIDAD	UNIDAD
BTT 8MF-250V	UNIDAD	UNIDAD
PL-1815X2C	UNIDAD	UNIDAD
PL-1817X2	UNIDAD	UNIDAD
PL-1815X2	UNIDAD	UNIDAD
CN-642 OF	UNIDAD	UNIDAD
QX-2841	UNIDAD	UNIDAD
CN-338	UNIDAD	UNIDAD
QX-2908	UNIDAD	UNIDAD
QX-2819A	UNIDAD	UNIDAD
NF-33CMP-BL OF	UNIDAD	UNIDAD
NF-33CMP-BK	UNIDAD	UNIDAD
QX-2819B	UNIDAD	UNIDAD
NF-32CMP-BL	UNIDAD	UNIDAD
NF-32CMP-BK	UNIDAD	UNIDAD
QX-2819C	UNIDAD	UNIDAD
CN-266	UNIDAD	UNIDAD
D-8012A	UNIDAD	UNIDAD
CN-238	UNIDAD	UNIDAD
CN-981	UNIDAD	UNIDAD
QX-2842	UNIDAD	UNIDAD
QX-2809	UNIDAD	UNIDAD
D-8023	UNIDAD	UNIDAD
QX-2919	UNIDAD	UNIDAD
CN-239	UNIDAD	UNIDAD
QX-2956A	UNIDAD	UNIDAD
QX-2910	UNIDAD	UNIDAD
D-8037 OF	UNIDAD	UNIDAD
QX-2848	UNIDAD	UNIDAD
CN-267	UNIDAD	UNIDAD
F-56CMP-BL	UNIDAD	UNIDAD
QX-2861	UNIDAD	UNIDAD
QX-2855	UNIDAD	UNIDAD
CN-243	UNIDAD	UNIDAD
CN-244	UNIDAD	UNIDAD
CN-293G	UNIDAD	UNIDAD
CN-263G	UNIDAD	UNIDAD
CN-228	UNIDAD	UNIDAD
QX-2883B	UNIDAD	UNIDAD
QX-2883C	UNIDAD	UNIDAD
NF-56W OF	UNIDAD	UNIDAD
HY1.2978B	UNIDAD	UNIDAD
HY1.2978C OF	UNIDAD	UNIDAD
CN-343	UNIDAD	UNIDAD
CN-342	UNIDAD	UNIDAD
CN-242	UNIDAD	UNIDAD
