ItemCode	InventoryWeight1	InventoryWeightUnit1	SalesUnitWeight	SalesWeightUnit	PurchaseUnitWeight	PurchaseWeightUnit
STK4172-II CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK4172-II 1247-CLD	0.02	KG	0.02	KG	0.02	KG
STK4172-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4181-II	0.02	KG	0.02	KG	0.02	KG
STK4182-II CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK4182-II SM07-CLD	0.02	KG	0.02	KG	0.02	KG
STK4182-II CLD	0.02	KG	0.02	KG	0.02	KG
STK419-110 CLD	0.02	KG	0.02	KG	0.02	KG
STK419-111	0.02	KG	0.02	KG	0.02	KG
STK419-120	0.02	KG	0.02	KG	0.02	KG
STK419-130	0.02	KG	0.02	KG	0.02	KG
STK419-140 CLD	0.02	KG	0.02	KG	0.02	KG
STK419-140A	0.02	KG	0.02	KG	0.02	KG
STK419-150	0.02	KG	0.02	KG	0.02	KG
STK4191-II	0.02	KG	0.02	KG	0.02	KG
STK4191-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4192-II CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STK4192-II 1819-CLD	0.02	KG	0.02	KG	0.02	KG
STK4192-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4201-II	0.02	KG	0.02	KG	0.02	KG
STK4201-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4201-V	0.02	KG	0.02	KG	0.02	KG
STK4211-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4231-II 6920-CLD	0.02	KG	0.02	KG	0.02	KG
STK4231-II CLD	0.02	KG	0.02	KG	0.02	KG
STK4278L CLD	0.02	KG	0.02	KG	0.02	KG
STK4311	0.02	KG	0.02	KG	0.02	KG
STK432-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK432-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK433	0.02	KG	0.02	KG	0.02	KG
STK433-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-060 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-100 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-240 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-260 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-270 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-300 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-320 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-330 CLD	0.02	KG	0.02	KG	0.02	KG
STK433-870 CLD	0.02	KG	0.02	KG	0.02	KG
STK435	0.02	KG	0.02	KG	0.02	KG
STK435 SY	0.02	KG	0.02	KG	0.02	KG
STK4352	0.02	KG	0.02	KG	0.02	KG
STK4362 CLD	0.02	KG	0.02	KG	0.02	KG
STK4362 SY	0.02	KG	0.02	KG	0.02	KG
STK437	0.02	KG	0.02	KG	0.02	KG
STK439 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK442-070	0.02	KG	0.02	KG	0.02	KG
STK442-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK442-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK442-110 CLD	0.02	KG	0.02	KG	0.02	KG
STK442-120 CLD	0.02	KG	0.02	KG	0.02	KG
STK442-130 MJ12-CLD	0.02	KG	0.02	KG	0.02	KG
STK442-130M CLD	0.02	KG	0.02	KG	0.02	KG
STK442-130 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK443-050 CLD	0.02	KG	0.02	KG	0.02	KG
STK443-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK4432	0.02	KG	0.02	KG	0.02	KG
STK453-030A CLD	0.02	KG	0.02	KG	0.02	KG
STK453-030S CLD	0.02	KG	0.02	KG	0.02	KG
STK459	0.02	KG	0.02	KG	0.02	KG
STK463 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK465 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STK465 SY	0.02	KG	0.02	KG	0.02	KG
STK470-010A CLD	0.02	KG	0.02	KG	0.02	KG
STK470-040	0.02	KG	0.02	KG	0.02	KG
STK470-050A CLD	0.02	KG	0.02	KG	0.02	KG
STK470-080 CLD	0.02	KG	0.02	KG	0.02	KG
STK470-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK470-090A CLD	0.02	KG	0.02	KG	0.02	KG
STK470-090B CLD	0.02	KG	0.02	KG	0.02	KG
STK4813	0.02	KG	0.02	KG	0.02	KG
STK4833	0.02	KG	0.02	KG	0.02	KG
STK4843	0.02	KG	0.02	KG	0.02	KG
STK488-020	0.02	KG	0.02	KG	0.02	KG
STK490-040 CLD	0.02	KG	0.02	KG	0.02	KG
STK490-040S CLD	0.02	KG	0.02	KG	0.02	KG
STK490-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK490-070S CLD	0.02	KG	0.02	KG	0.02	KG
STK490-110 CLD	0.02	KG	0.02	KG	0.02	KG
STK490-310 CLD	0.02	KG	0.02	KG	0.02	KG
STK496-070 CLD	0.02	KG	0.02	KG	0.02	KG
STK496-090 CLD	0.02	KG	0.02	KG	0.02	KG
STK496-270 CLD	0.02	KG	0.02	KG	0.02	KG
STK5451	0.02	KG	0.02	KG	0.02	KG
STK5478	0.02	KG	0.02	KG	0.02	KG
STK561F	0.02	KG	0.02	KG	0.02	KG
STK5631	0.02	KG	0.02	KG	0.02	KG
STK563F	0.02	KG	0.02	KG	0.02	KG
STK630 LG CLD	0.02	KG	0.02	KG	0.02	KG
STK6431	0.02	KG	0.02	KG	0.02	KG
STK730-010 CLD	0.02	KG	0.02	KG	0.02	KG
STK730-030 CLD	0.02	KG	0.02	KG	0.02	KG
STK730-130 CLD	0.02	KG	0.02	KG	0.02	KG
STK73410-II	0.02	KG	0.02	KG	0.02	KG
STK73907-T CLD	0.02	KG	0.02	KG	0.02	KG
STP55NF06 CLD	0.02	KG	0.02	KG	0.02	KG
STP75NF75 CLD	0.02	KG	0.02	KG	0.02	KG
STP7NK80ZFP CLD	0.02	KG	0.02	KG	0.02	KG
STR1006 CLD	0.02	KG	0.02	KG	0.02	KG
STR12006 CLD	0.02	KG	0.02	KG	0.02	KG
STR30110 CLD	0.02	KG	0.02	KG	0.02	KG
STR30110 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STR30112	0.02	KG	0.02	KG	0.02	KG
STR30115 CLD	0.02	KG	0.02	KG	0.02	KG
STR30115 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STR30120	0.02	KG	0.02	KG	0.02	KG
STR30120 CLD	0.02	KG	0.02	KG	0.02	KG
STR30123	0.02	KG	0.02	KG	0.02	KG
STR30125	0.02	KG	0.02	KG	0.02	KG
STR30125 CLD	0.02	KG	0.02	KG	0.02	KG
STR30130	0.02	KG	0.02	KG	0.02	KG
STR30130 CLD	0.02	KG	0.02	KG	0.02	KG
STR30130 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STR30130 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STR30134	0.02	KG	0.02	KG	0.02	KG
STR30135	0.02	KG	0.02	KG	0.02	KG
STR3035	0.02	KG	0.02	KG	0.02	KG
STR3035 CLD	0.02	KG	0.02	KG	0.02	KG
STR3115	0.02	KG	0.02	KG	0.02	KG
STR3130	0.02	KG	0.02	KG	0.02	KG
STR3135	0.02	KG	0.02	KG	0.02	KG
STR380	0.02	KG	0.02	KG	0.02	KG
STR381	0.02	KG	0.02	KG	0.02	KG
STR382	0.02	KG	0.02	KG	0.02	KG
STR385	0.02	KG	0.02	KG	0.02	KG
STR457	0.02	KG	0.02	KG	0.02	KG
STR50092	0.02	KG	0.02	KG	0.02	KG
STR50092 CLD	0.02	KG	0.02	KG	0.02	KG
STR50092 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STR50092 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STR50103	0.02	KG	0.02	KG	0.02	KG
STR50103A	0.02	KG	0.02	KG	0.02	KG
STR50103A CLD	0.02	KG	0.02	KG	0.02	KG
STR50103A SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STR50103F CLD	0.02	KG	0.02	KG	0.02	KG
STR50103F CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STR50112A	0.02	KG	0.02	KG	0.02	KG
STR50115	0.02	KG	0.02	KG	0.02	KG
STR50115 CLD	0.02	KG	0.02	KG	0.02	KG
STR50130	0.02	KG	0.02	KG	0.02	KG
STR52100 CLD	0.02	KG	0.02	KG	0.02	KG
STR53041	0.02	KG	0.02	KG	0.02	KG
STR53043	0.02	KG	0.02	KG	0.02	KG
STR54041	0.02	KG	0.02	KG	0.02	KG
STR5412 CLD	0.02	KG	0.02	KG	0.02	KG
STR5412	0.02	KG	0.02	KG	0.02	KG
STR58041	0.02	KG	0.02	KG	0.02	KG
STR58041 CLD	0.02	KG	0.02	KG	0.02	KG
STR58041 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STR58041 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STR59041	0.02	KG	0.02	KG	0.02	KG
STR59041 CLD	0.02	KG	0.02	KG	0.02	KG
STRA6053M CLD	0.02	KG	0.02	KG	0.02	KG
STRA6252 CLD	0.02	KG	0.02	KG	0.02	KG
STRA6259H CLD	0.02	KG	0.02	KG	0.02	KG
STRD1005	0.02	KG	0.02	KG	0.02	KG
STRD1406	0.02	KG	0.02	KG	0.02	KG
STRD3030	0.02	KG	0.02	KG	0.02	KG
STRD3035	0.02	KG	0.02	KG	0.02	KG
STRD3035 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRD4512	0.02	KG	0.02	KG	0.02	KG
STRF6267 CLD	0.02	KG	0.02	KG	0.02	KG
STRF6424	0.02	KG	0.02	KG	0.02	KG
STRF6426	0.02	KG	0.02	KG	0.02	KG
STRF6454 CLD	0.02	KG	0.02	KG	0.02	KG
STRF6456 CLD	0.02	KG	0.02	KG	0.02	KG
STRF6514 CLD	0.02	KG	0.02	KG	0.02	KG
STRF6515	0.02	KG	0.02	KG	0.02	KG
STRF6624	0.02	KG	0.02	KG	0.02	KG
STRF6626	0.02	KG	0.02	KG	0.02	KG
STRF6626 CLD	0.02	KG	0.02	KG	0.02	KG
STRF6654-2UP CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRF6654-2UP-SONY CL	0.02	KG	0.02	KG	0.02	KG
STRF6654-3UP-LG CLD	0.02	KG	0.02	KG	0.02	KG
STRF6656 2 UP CLD	0.02	KG	0.02	KG	0.02	KG
STRF6656-2UP CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRF6658B CLD	0.02	KG	0.02	KG	0.02	KG
STRG5623A CLD	0.02	KG	0.02	KG	0.02	KG
STRG5624 CLD	0.02	KG	0.02	KG	0.02	KG
STRG5643D CLD	0.02	KG	0.02	KG	0.02	KG
STRG5653 CLD	0.02	KG	0.02	KG	0.02	KG
STRG6153 CLD	0.02	KG	0.02	KG	0.02	KG
STRG6351	0.02	KG	0.02	KG	0.02	KG
STRG6624 CLD	0.02	KG	0.02	KG	0.02	KG
STRG6653 CLD	0.02	KG	0.02	KG	0.02	KG
STRG8656 CLD	0.02	KG	0.02	KG	0.02	KG
STRG9656 CLD	0.02	KG	0.02	KG	0.02	KG
STRM6513	0.02	KG	0.02	KG	0.02	KG
STRM6515A	0.02	KG	0.02	KG	0.02	KG
STRS5041G	0.02	KG	0.02	KG	0.02	KG
STRS5141	0.02	KG	0.02	KG	0.02	KG
STRS5703 CLD	0.02	KG	0.02	KG	0.02	KG
STRS5707 CLD	0.02	KG	0.02	KG	0.02	KG
STRS5741	0.02	KG	0.02	KG	0.02	KG
STRS6301A	0.02	KG	0.02	KG	0.02	KG
STRS6307 CLD	0.02	KG	0.02	KG	0.02	KG
STRS6309	0.02	KG	0.02	KG	0.02	KG
STRS6703 CLD	0.02	KG	0.02	KG	0.02	KG
STRS6706	0.02	KG	0.02	KG	0.02	KG
STRS6707 CLD	0.02	KG	0.02	KG	0.02	KG
STRS6707 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRS6707 SEMI-CLD	0.02	KG	0.02	KG	0.02	KG
STRS6709	0.02	KG	0.02	KG	0.02	KG
STRS6709 CLD	0.02	KG	0.02	KG	0.02	KG
STRW5634 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6052S CLD	0.02	KG	0.02	KG	0.02	KG
STRW6053S CLD	0.02	KG	0.02	KG	0.02	KG
STRW6251 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6253 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6535A CLD	0.02	KG	0.02	KG	0.02	KG
STRW6553A CLD	0.02	KG	0.02	KG	0.02	KG
STRW6554A CLD	0.02	KG	0.02	KG	0.02	KG
STRW6556A CLD	0.02	KG	0.02	KG	0.02	KG
STRW6654 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6735 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6750F CLD	0.02	KG	0.02	KG	0.02	KG
STRW6753 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6754 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6756 CLD	0.02	KG	0.02	KG	0.02	KG
STRW6856 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6456 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6556 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6729 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6750 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6756 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6756 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRX6757 CLD	0.02	KG	0.02	KG	0.02	KG
STRX6759 CLD	0.02	KG	0.02	KG	0.02	KG
STRZ2151	0.02	KG	0.02	KG	0.02	KG
STRZ2751 CLD	0.02	KG	0.02	KG	0.02	KG
STRZ2751 CLD-RMV	0.02	KG	0.02	KG	0.02	KG
STRZ2753 CLD	0.02	KG	0.02	KG	0.02	KG
STRZ4479 CLD	0.02	KG	0.02	KG	0.02	KG
STV5109 CLD	0.02	KG	0.02	KG	0.02	KG
STV9302A CLD	0.02	KG	0.02	KG	0.02	KG
STV9325 CLD	0.02	KG	0.02	KG	0.02	KG
STV9326 CLD	0.02	KG	0.02	KG	0.02	KG
STV9378 CLD	0.02	KG	0.02	KG	0.02	KG
STV9379 CLD	0.02	KG	0.02	KG	0.02	KG
ACTION18A 115V	44	KG	44	KG	44	KG
ALTEA-718A-115	46	KG	46	KG	46	KG
PD18B	30.5	KG	30.5	KG	30.5	KG
DM118 SUB	54	KG	54	KG	54	KG
KS218A SUB	48.94	KG	48.94	KG	48.94	KG
VANTEC-218A	77	KG	77	KG	77	KG
DPE SUB 118P USLC	48	KG	48	KG	48	KG
KS15A SUB	27.3	KG	27.3	KG	27.3	KG
KS18A SUB	33.3	KG	33.3	KG	33.3	KG
EVENT218A	75	KG	75	KG	75	KG
VANTEC-118A	48	KG	48	KG	48	KG
MAXX 15A SUB	23.7	KG	23.7	KG	23.7	KG
TPS18A-NEO-SUB	56.7	KG	56.7	KG	56.7	KG
TPS18A-NEO-SUB REMATE	56.7	KG	56.7	KG	56.7	KG
SOHO S15FLX	9.3	KG	9.3	KG	9.3	KG
SOHO S12 BK	22	KG	22	KG	22	KG
SOHO S12X	22	KG	22	KG	22	KG
PVXP SUB	28	KG	28	KG	28	KG
VANTEC-18A	48.5	KG	48.5	KG	48.5	KG
KAS18SUB	33.5	KG	33.5	KG	33.5	KG
KS18S	74	KG	74	KG	74	KG
NS-620	0.227	KG	0.227	KG	0.227	KG
NS-630	0.227	KG	0.227	KG	0.227	KG
REP-GM-58SW	0.0055	KG	0.0055	KG	0.0055	KG
ISS309 OF	0.03	KG	0.03	KG	0.03	KG
SW-213	0.0055	KG	0.0055	KG	0.0055	KG
SW-223	0.0056	KG	0.0056	KG	0.0056	KG
SW-216	0.0066666	KG	0.0066666	KG	0.0066666	KG
SW-226	0.0065	KG	0.0065	KG	0.0065	KG
SW-203	0.0096	KG	0.0096	KG	0.0096	KG
SW-206 OF	0.03	KG	0.03	KG	0.03	KG
SW-508	0.00875	KG	0.00875	KG	0.00875	KG
SW-142	0.016	KG	0.016	KG	0.016	KG
SW-147	0.01575	KG	0.01575	KG	0.01575	KG
SW-122	0.0083333	KG	0.0083333	KG	0.0083333	KG
SW-125	0.008	KG	0.008	KG	0.008	KG
SW-107	0.00474	KG	0.00474	KG	0.00474	KG
SW-133	0.0045	KG	0.0045	KG	0.0045	KG
LS05	0.03	KG	0.03	KG	0.03	KG
LS06	0.03	KG	0.03	KG	0.03	KG
LS07	0.03	KG	0.03	KG	0.03	KG
LIC00006	0.3	KG	0.3	KG	0.3	KG
FY1408AM	0.453	KG	0.453	KG	0.453	KG
FY1408HR	0.066	KG	0.066	KG	0.066	KG
HD-CS020	0.448	KG	0.448	KG	0.448	KG
SW-X6	0.03	KG	0.03	KG	0.03	KG
FY1406UF	0.365	KG	0.365	KG	0.365	KG
REP-SW00001	0.01308	KG	0.01308	KG	0.01308	KG
SW-148	0.01308	KG	0.01308	KG	0.01308	KG
REP-SW-HUMO	0.017	KG	0.017	KG	0.017	KG
SW-232	0.017	KG	0.017	KG	0.017	KG
SW-262	0.026	KG	0.026	KG	0.026	KG
KN3-2	0.017	KG	0.017	KG	0.017	KG
SW-255B	0.032	KG	0.032	KG	0.032	KG
SW-256	0.032	KG	0.032	KG	0.032	KG
LS04-3	0.03	KG	0.03	KG	0.03	KG
LS01	0.03	KG	0.03	KG	0.03	KG
LS03	0.03	KG	0.03	KG	0.03	KG
LS02	0.05	KG	0.05	KG	0.05	KG
LS04	0.05	KG	0.05	KG	0.05	KG
KDC-A02F	0.0056	KG	0.0056	KG	0.0056	KG
MRS-101	0.0036166	KG	0.0036166	KG	0.0036166	KG
SW-103A	0.002125	KG	0.002125	KG	0.002125	KG
FY-1405SF	0.265	KG	0.265	KG	0.265	KG
FY-1408FS	0.531	KG	0.531	KG	0.531	KG
SW-742	0.01	KG	0.01	KG	0.01	KG
SW-642	0.00485	KG	0.00485	KG	0.00485	KG
SW-712	0.003	KG	0.003	KG	0.003	KG
SW-713	0.003	KG	0.003	KG	0.003	KG
SW-212	0.0094	KG	0.0094	KG	0.0094	KG
TA1201AN	0.02	KG	0.02	KG	0.02	KG
TA1201CN CLD	0.02	KG	0.02	KG	0.02	KG
TA1223AN	0.02	KG	0.02	KG	0.02	KG
TA1242	0.02	KG	0.02	KG	0.02	KG
TA1268N	0.02	KG	0.02	KG	0.02	KG
TA2003P	0.02	KG	0.02	KG	0.02	KG
TA2068N	0.02	KG	0.02	KG	0.02	KG
TA2092N	0.02	KG	0.02	KG	0.02	KG
TA2149BNG CLD	0.02	KG	0.02	KG	0.02	KG
TA7063	0.02	KG	0.02	KG	0.02	KG
TA7176	0.02	KG	0.02	KG	0.02	KG
TA7205	0.02	KG	0.02	KG	0.02	KG
TA7222AP	0.02	KG	0.02	KG	0.02	KG
TA7232P	0.02	KG	0.02	KG	0.02	KG
TA7240AP	0.02	KG	0.02	KG	0.02	KG
TA7240AP CLD	0.02	KG	0.02	KG	0.02	KG
TA7242	0.02	KG	0.02	KG	0.02	KG
TA7265	0.02	KG	0.02	KG	0.02	KG
TA7270P CLD	0.02	KG	0.02	KG	0.02	KG
TA7270P CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA7271P CLD	0.02	KG	0.02	KG	0.02	KG
TA7273	0.02	KG	0.02	KG	0.02	KG
TA7273P CLD	0.02	KG	0.02	KG	0.02	KG
TA7273P CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA7280P CLD	0.02	KG	0.02	KG	0.02	KG
TA7281P CLD	0.02	KG	0.02	KG	0.02	KG
TA7281P CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA7282AP	0.02	KG	0.02	KG	0.02	KG
TA7283AP	0.02	KG	0.02	KG	0.02	KG
TA7291 S CLD	0.02	KG	0.02	KG	0.02	KG
TA7299P CLD	0.02	KG	0.02	KG	0.02	KG
TA7303P	0.02	KG	0.02	KG	0.02	KG
TA7368P	0.02	KG	0.02	KG	0.02	KG
TA7417AP	0.02	KG	0.02	KG	0.02	KG
TA7607AP	0.02	KG	0.02	KG	0.02	KG
TA7608CP	0.02	KG	0.02	KG	0.02	KG
TA7609P	0.02	KG	0.02	KG	0.02	KG
TA7611P	0.02	KG	0.02	KG	0.02	KG
TA7613AP	0.02	KG	0.02	KG	0.02	KG
TA7628P	0.02	KG	0.02	KG	0.02	KG
TA7630P	0.02	KG	0.02	KG	0.02	KG
TA7644BP CLD	0.02	KG	0.02	KG	0.02	KG
TA7668AP	0.02	KG	0.02	KG	0.02	KG
TA7670P	0.02	KG	0.02	KG	0.02	KG
TA7673 CLD	0.02	KG	0.02	KG	0.02	KG
TA7680AP	0.02	KG	0.02	KG	0.02	KG
TA7698AP	0.02	KG	0.02	KG	0.02	KG
TA7769P	0.02	KG	0.02	KG	0.02	KG
TA8122AN	0.02	KG	0.02	KG	0.02	KG
TA8127N	0.02	KG	0.02	KG	0.02	KG
TA8164P	0.02	KG	0.02	KG	0.02	KG
TA8189N	0.02	KG	0.02	KG	0.02	KG
TA8200	0.02	KG	0.02	KG	0.02	KG
TA8205AH	0.02	KG	0.02	KG	0.02	KG
TA8207K CLD	0.02	KG	0.02	KG	0.02	KG
TA8210AHQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8210AHQ CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA8211AH CLD	0.02	KG	0.02	KG	0.02	KG
TA8213K CLD	0.02	KG	0.02	KG	0.02	KG
TA8215HQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8216HQ	0.02	KG	0.02	KG	0.02	KG
TA8217P	0.02	KG	0.02	KG	0.02	KG
TA8221AH	0.02	KG	0.02	KG	0.02	KG
TA8221HQ	0.02	KG	0.02	KG	0.02	KG
TA8225H	0.02	KG	0.02	KG	0.02	KG
TA8227P	0.02	KG	0.02	KG	0.02	KG
TA8227P CLD	0.02	KG	0.02	KG	0.02	KG
TA8229K CLD	0.02	KG	0.02	KG	0.02	KG
TA8229Q CLD	0.02	KG	0.02	KG	0.02	KG
TA8238K CLD	0.02	KG	0.02	KG	0.02	KG
TA8246AHQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8246AHQ CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA8251AH CLD	0.02	KG	0.02	KG	0.02	KG
TA8255	0.02	KG	0.02	KG	0.02	KG
TA8258HQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8259H	0.02	KG	0.02	KG	0.02	KG
TA8261AH	0.02	KG	0.02	KG	0.02	KG
TA8264AHQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8268AH CLD	0.02	KG	0.02	KG	0.02	KG
TA8268HS CLD	0.02	KG	0.02	KG	0.02	KG
TA8271H CLD	0.02	KG	0.02	KG	0.02	KG
TA8272HQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8275HQ CLD	0.02	KG	0.02	KG	0.02	KG
TA8277 CLD	0.02	KG	0.02	KG	0.02	KG
TA8403K CLD	0.02	KG	0.02	KG	0.02	KG
TA8409S	0.02	KG	0.02	KG	0.02	KG
TA8427K CLD	0.02	KG	0.02	KG	0.02	KG
TA8445K CLD	0.02	KG	0.02	KG	0.02	KG
TA8601BN	0.02	KG	0.02	KG	0.02	KG
TA8655N	0.02	KG	0.02	KG	0.02	KG
TA8677	0.02	KG	0.02	KG	0.02	KG
TA8680BN CLD	0.02	KG	0.02	KG	0.02	KG
TA8680BN CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA8680N CLD	0.02	KG	0.02	KG	0.02	KG
TA8680N CLD-RMV	0.02	KG	0.02	KG	0.02	KG
TA8690AN	0.02	KG	0.02	KG	0.02	KG
TA8801AN	0.02	KG	0.02	KG	0.02	KG
TA8822	0.02	KG	0.02	KG	0.02	KG
TA8825AN	0.02	KG	0.02	KG	0.02	KG
TA8864AN	0.02	KG	0.02	KG	0.02	KG
TA8879N	0.02	KG	0.02	KG	0.02	KG
SW-753 OF	0.01	KG	0.01	KG	0.01	KG
SW-761	0.000556	KG	0.000556	KG	0.000556	KG
SW-771	0.000556	KG	0.000556	KG	0.000556	KG
SW-821	0.000556	KG	0.000556	KG	0.000556	KG
SW-831	0.0005555	KG	0.0005555	KG	0.0005555	KG
SW-851	0.00009	KG	0.00009	KG	0.00009	KG
SW-840	0.0006	KG	0.0006	KG	0.0006	KG
SW-762	0.0002	KG	0.0002	KG	0.0002	KG
SW-772	0.0002	KG	0.0002	KG	0.0002	KG
SW-822	0.0002	KG	0.0002	KG	0.0002	KG
SW-832	0.00029	KG	0.00029	KG	0.00029	KG
SW-852	0.0002666	KG	0.0002666	KG	0.0002666	KG
SW-763	0.0005	KG	0.0005	KG	0.0005	KG
SW-773	0.0005	KG	0.0005	KG	0.0005	KG
SW-833	0.0007142	KG	0.0007142	KG	0.0007142	KG
SW-764	0.0004	KG	0.0004	KG	0.0004	KG
SW-774	0.0004	KG	0.0004	KG	0.0004	KG
SW-834	0.0003	KG	0.0003	KG	0.0003	KG
SW-864	0.0007666	KG	0.0007666	KG	0.0007666	KG
MTA1SNT-M	7.9	KG	7.9	KG	7.9	KG
CG HD10N OF	0.05	KG	0.05	KG	0.05	KG
CG THD10P OF	0.05	KG	0.05	KG	0.05	KG
REP-3M-TANQ	0.08	KG	0.08	KG	0.08	KG
NJP05CR OF	0.03	KG	0.03	KG	0.03	KG
NJP04CR OF	0.03	KG	0.03	KG	0.03	KG
NJP03BK OF	0.03	KG	0.03	KG	0.03	KG
JP05B	0.025	KG	0.025	KG	0.025	KG
SK03	0.012	KG	0.012	KG	0.012	KG
SK04	0.1	KG	0.1	KG	0.1	KG
34 OF	0.03	KG	0.03	KG	0.03	KG
YS-601BLxMT	0.533	KG	0.533	KG	0.533	KG
YS-601CHxMT	0.533	KG	0.533	KG	0.533	KG
YS-601DG	24	KG	24	KG	24	KG
YS-601DGxMT	0.533	KG	0.533	KG	0.533	KG
YS-601LGxMT	0.533	KG	0.533	KG	0.533	KG
YS-601BK	24	KG	24	KG	24	KG
YS-601BKxMT	0.533	KG	0.533	KG	0.533	KG
REP-PVXP NT	5	KG	5	KG	5	KG
PCB-180T	0.23	KG	0.23	KG	0.23	KG
PCB-250T	0.251	KG	0.251	KG	0.251	KG
REP-SRL-AMP	1	KG	1	KG	1	KG
REP-AMP-WH215	1	KG	1	KG	1	KG
REP-AMP-WH215B	3.5	KG	3.5	KG	3.5	KG
REP-KR15-AMP	1	KG	1	KG	1	KG
REP-AMP-OMEGA2156	1	KG	1	KG	1	KG
REP-KR-XAMP-X10D	1.2	KG	1.2	KG	1.2	KG
REP-KR-XAMP	1.5	KG	1.5	KG	1.5	KG
REP-KR-XAMP-X8D	1	KG	1	KG	1	KG
REP-KR-AMP-9V	1.2	KG	1.2	KG	1.2	KG
REP-PCB-DS530	1	KG	1	KG	1	KG
REP-PCB-DS650	1	KG	1	KG	1	KG
REP-PCB-DSLED003	1	KG	1	KG	1	KG
REP-PCB-DSLED007D	1	KG	1	KG	1	KG
CS-LAN	0.8	KG	0.8	KG	0.8	KG
FY-1051	0.019	KG	0.019	KG	0.019	KG
TARJSONI LIQUIDACION	0.07	KG	0.07	KG	0.07	KG
FY-1071	0.022	KG	0.022	KG	0.022	KG
FY-1071P4	0.03	KG	0.03	KG	0.03	KG
REP-DISP-DSLED001-1C	0.5	KG	0.5	KG	0.5	KG
