ItemCode	InventoryWeight1	InventoryWeightUnit1	SalesUnitWeight	SalesWeightUnit	PurchaseUnitWeight	PurchaseWeightUnit
ItemCode	InventoryWeight1	InventoryWeightUnit1	SWeight1	SWght1Unit	BWeight1	BWght1Unit
REP-32400102	5	KG	5	KG	5	KG
REP-32400104	5	KG	5	KG	5	KG
THA-6	4.4	KG	4.4	KG	4.4	KG
EV-213	0.46	KG	0.46	KG	0.46	KG
AI-400	0.6	KG	0.6	KG	0.6	KG
YW-831A	1.55	KG	1.55	KG	1.55	KG
YW-831A REMATE	1.55	KG	1.55	KG	1.55	KG
YW-AD893	0.4444	KG	0.4444	KG	0.4444	KG
YW-302BL	0.5	KG	0.5	KG	0.5	KG
YW-382RD	0.5	KG	0.5	KG	0.5	KG
PA-903U	0.566	KG	0.566	KG	0.566	KG
VIPER30	18	KG	18	KG	18	KG
MAX 110	14	KG	14	KG	14	KG
MAX 115	26.2	KG	26.2	KG	26.2	KG
RBD30BTE-U	11.6	KG	11.6	KG	11.6	KG
DA30	15.5	KG	15.5	KG	15.5	KG
EDA50	17	KG	17	KG	17	KG
SPA-256B	3.2	KG	3.2	KG	3.2	KG
SPA-254B	4	KG	4	KG	4	KG
SPA-257BLT	4.2	KG	4.2	KG	4.2	KG
APMI-4080	2.5	KG	2.5	KG	2.5	KG
APSM-4080 OF	1.2	KG	1.2	KG	1.2	KG
APMI-1500	4.4	KG	4.4	KG	4.4	KG
APCLE-1504	4.5	KG	4.5	KG	4.5	KG
APCL-1504	4.3	KG	4.3	KG	4.3	KG
RC-1804	3.3	KG	3.3	KG	3.3	KG
ELP-20.4	4	KG	4	KG	4	KG
APCLE-2004	11	KG	11	KG	11	KG
ELP-36.2	4	KG	4	KG	4	KG
ELP-40.4	6	KG	6	KG	6	KG
ECOUSTIC E208	12.8	KG	12.8	KG	12.8	KG
NA30	10	KG	10	KG	10	KG
AC-50 STAGEMAN	12.2	KG	12.2	KG	12.2	KG
V2XME-U	16	KG	16	KG	16	KG
ENVOY 110	13.18	KG	13.18	KG	13.18	KG
CM15R US DB	7.2	KG	7.2	KG	7.2	KG
CM15R US BK	7.2	KG	7.2	KG	7.2	KG
CM15R US DR	7.2	KG	7.2	KG	7.2	KG
CM30R US BK	9.7	KG	9.7	KG	9.7	KG
MIGHTY 15SE	9	KG	9	KG	9	KG
MIGHTY 30SE	10.6	KG	10.6	KG	10.6	KG
EVO30	18.4	KG	18.4	KG	18.4	KG
EVO60	28	KG	28	KG	28	KG
FRONTLINE 30	13	KG	13	KG	13	KG
FRONTLINE 50	35	KG	35	KG	35	KG
KICKSTART30	9	KG	9	KG	9	KG
KICKSTART100	16	KG	16	KG	16	KG
RG1503-212E-U	24	KG	24	KG	24	KG
RG80E-U	23	KG	23	KG	23	KG
BANDIT 112	21,772	KG	21,772	KG	21,772	KG
SPECIAL 212 CHORUS	20	KG	20	KG	20	KG
BACKSTAGE II	5.3	KG	5.3	KG	5.3	KG
VAC60	20	KG	20	KG	20	KG
VYPYR VIP3	13.33	KG	13.33	KG	13.33	KG
VYPYR VIP1	8.7	KG	8.7	KG	8.7	KG
VYPYR VIP2	14.2	KG	14.2	KG	14.2	KG
KH75E-U	19	KG	19	KG	19	KG
RBD15TE-U	6	KG	6	KG	6	KG
RBD25TE-U	7.26	KG	7.26	KG	7.26	KG
RAGE 158	7.8	KG	7.8	KG	7.8	KG
DM15R	12	KG	12	KG	12	KG
DM30RC	15	KG	15	KG	15	KG
KB3	26	KG	26	KG	26	KG
GE15B	8	KG	8	KG	8	KG
GE30B	11	KG	11	KG	11	KG
FWB-50	16	KG	16	KG	16	KG
NDE15	8	KG	8	KG	8	KG
PAD-2001F OF	6	KG	6	KG	6	KG
PA-450 REMATE	2.4	KG	2.4	KG	2.4	KG
PA-750U_FM	5.8	KG	5.8	KG	5.8	KG
PA-450BLT	2.4	KG	2.4	KG	2.4	KG
PA-450UR	2.4	KG	2.4	KG	2.4	KG
PA-450UR REMATE	2.4	KG	2.4	KG	2.4	KG
BT-100	7.4	KG	7.4	KG	7.4	KG
TPM9.1000	18.8	KG	18.8	KG	18.8	KG
AXM-409A OF	13	KG	13	KG	13	KG
KS-9899 PLUS OF	15	KG	15	KG	15	KG
TPM8250MK II	12	KG	12	KG	12	KG
PVI8500	11.8	KG	11.8	KG	11.8	KG
AXM-408B	8.8	KG	8.8	KG	8.8	KG
AXM-740B	17.4	KG	17.4	KG	17.4	KG
AXM-740B REMATE	17.4	KG	17.4	KG	17.4	KG
AXM-410BLT	9.6	KG	9.6	KG	9.6	KG
AXM-608BLT	10.2	KG	10.2	KG	10.2	KG
AXM-608AU OF	11	KG	11	KG	11	KG
AXM-740AU REMATE	17.4	KG	17.4	KG	17.4	KG
MX-8	6.1	KG	6.1	KG	6.1	KG
MX-8 REMATE	6.1	KG	6.1	KG	6.1	KG
XR-S 120US	7.3	KG	7.3	KG	7.3	KG
KA-901BL OF	13	KG	13	KG	13	KG
KA-10000U REMATE	15	KG	15	KG	15	KG
TMA500.4	23	KG	23	KG	23	KG
YW-666B	1.5	KG	1.5	KG	1.5	KG
AN15525 CLD	0.002	KG	0.002	KG	0.002	KG
AN17800A	0.09	KG	0.09	KG	0.09	KG
AN17802A CLD	0.09	KG	0.09	KG	0.09	KG
AN17807A CLD	0.004	KG	0.004	KG	0.004	KG
AN17808A CLD	0.09	KG	0.09	KG	0.09	KG
AN17808A CLD-RMV	0.09	KG	0.09	KG	0.09	KG
AN17820A CLD	0.09	KG	0.09	KG	0.09	KG
AN17821A CLD	0.09	KG	0.09	KG	0.09	KG
AN17821A SEMI-CLD	0.09	KG	0.09	KG	0.09	KG
AN17823A CLD	0.09	KG	0.09	KG	0.09	KG
AN17830A CLD	0.09	KG	0.09	KG	0.09	KG
AN240	0.09	KG	0.09	KG	0.09	KG
AN34001A CLD	0.09	KG	0.09	KG	0.09	KG
AN3813K	0.09	KG	0.09	KG	0.09	KG
AN5151	0.09	KG	0.09	KG	0.09	KG
AN5151N CLD	0.09	KG	0.09	KG	0.09	KG
AN5156K	0.09	KG	0.09	KG	0.09	KG
AN5160NK CLD	0.09	KG	0.09	KG	0.09	KG
AN5163K	0.09	KG	0.09	KG	0.09	KG
AN5165K CLD	0.09	KG	0.09	KG	0.09	KG
AN5210	0.09	KG	0.09	KG	0.09	KG
AN5256	0.09	KG	0.09	KG	0.09	KG
AN5265 CLD	0.188	KG	0.188	KG	0.188	KG
AN5302K	0.09	KG	0.09	KG	0.09	KG
AN5318N CLD	0.09	KG	0.09	KG	0.09	KG
AN5410	0.09	KG	0.09	KG	0.09	KG
AN5435	0.09	KG	0.09	KG	0.09	KG
AN5436N	0.09	KG	0.09	KG	0.09	KG
AN5512 CLD	0.018	KG	0.018	KG	0.018	KG
AN5515	0.09	KG	0.09	KG	0.09	KG
AN5515 CLD	0.09	KG	0.09	KG	0.09	KG
AN5515 SEMI-CLD	0.09	KG	0.09	KG	0.09	KG
AN5521 CLD	0.09	KG	0.09	KG	0.09	KG
AN5522 CLD	0.09	KG	0.09	KG	0.09	KG
AN5539 CLD	0.09	KG	0.09	KG	0.09	KG
AN5539 SEMI-CLD	0.09	KG	0.09	KG	0.09	KG
AN5753	0.09	KG	0.09	KG	0.09	KG
AN6551	0.09	KG	0.09	KG	0.09	KG
AN6652	0.09	KG	0.09	KG	0.09	KG
AN6884	0.09	KG	0.09	KG	0.09	KG
AN7024	0.09	KG	0.09	KG	0.09	KG
AN7025K	0.09	KG	0.09	KG	0.09	KG
AN7108	0.09	KG	0.09	KG	0.09	KG
AN7110	0.09	KG	0.09	KG	0.09	KG
AN7112E CLD	0.09	KG	0.09	KG	0.09	KG
AN7114E	0.09	KG	0.09	KG	0.09	KG
AN7115E	0.09	KG	0.09	KG	0.09	KG
AN7124 CLD	0.004	KG	0.004	KG	0.004	KG
AN7125 CLD	0.09	KG	0.09	KG	0.09	KG
AN7135	0.09	KG	0.09	KG	0.09	KG
AN7142	0.09	KG	0.09	KG	0.09	KG
AN7147N	0.09	KG	0.09	KG	0.09	KG
AN7148	0.09	KG	0.09	KG	0.09	KG
AN7149N	0.09	KG	0.09	KG	0.09	KG
AN7150	0.09	KG	0.09	KG	0.09	KG
AN7158N	0.09	KG	0.09	KG	0.09	KG
AN7161N	0.09	KG	0.09	KG	0.09	KG
AN7161N CLD	0.09	KG	0.09	KG	0.09	KG
AN7161NFP CLD	0.09	KG	0.09	KG	0.09	KG
AN7163	0.09	KG	0.09	KG	0.09	KG
AN7164 CLD	0.004	KG	0.004	KG	0.004	KG
AN7168	0.09	KG	0.09	KG	0.09	KG
AN7169 CLD	0.09	KG	0.09	KG	0.09	KG
AN7171	0.09	KG	0.09	KG	0.09	KG
AN7173K	0.09	KG	0.09	KG	0.09	KG
AN7177	0.09	KG	0.09	KG	0.09	KG
AN7178	0.09	KG	0.09	KG	0.09	KG
AN7190K	0.09	KG	0.09	KG	0.09	KG
AN7220	0.09	KG	0.09	KG	0.09	KG
AN7222	0.09	KG	0.09	KG	0.09	KG
AN7224 CLD	0.09	KG	0.09	KG	0.09	KG
AN7273	0.09	KG	0.09	KG	0.09	KG
AN7316	0.09	KG	0.09	KG	0.09	KG
AN7317	0.09	KG	0.09	KG	0.09	KG
AN7410N	0.09	KG	0.09	KG	0.09	KG
AN7511 CLD	0.09	KG	0.09	KG	0.09	KG
AN7522N CLD	0.004	KG	0.004	KG	0.004	KG
AN7523 CLD	0.0017	KG	0.0017	KG	0.0017	KG
AN7591 CLD	0.09	KG	0.09	KG	0.09	KG
AN80T05 CLD	0.09	KG	0.09	KG	0.09	KG
AN80T53 CLD	0.09	KG	0.09	KG	0.09	KG
AN80T54 CLD	0.09	KG	0.09	KG	0.09	KG
AN80T71 CLD	0.09	KG	0.09	KG	0.09	KG
AN8377N	0.09	KG	0.09	KG	0.09	KG
ATV-MXQ	0.3	KG	0.3	KG	0.3	KG
21OF	0.3	KG	0.3	KG	0.3	KG
17-2 OF	0.01	KG	0.01	KG	0.01	KG
WT01YE	0.004	KG	0.004	KG	0.004	KG
WT02BK	0.011	KG	0.011	KG	0.011	KG
44-1 OF	0.01	KG	0.01	KG	0.01	KG
17-3 OF	0.01	KG	0.01	KG	0.01	KG
WAS-8 OF	0.005	KG	0.005	KG	0.005	KG
REP-ANT-UV5R	0.08	KG	0.08	KG	0.08	KG
REP-ANT-UV8	0.08	KG	0.08	KG	0.08	KG
YB1-080	0.037	KG	0.037	KG	0.037	KG
JBA-331	0.1	KG	0.1	KG	0.1	KG
JBA-332	0.085	KG	0.085	KG	0.085	KG
JBA-324	0.123	KG	0.123	KG	0.123	KG
YB4-009D	0.112	KG	0.112	KG	0.112	KG
YB4-009C	0.085	KG	0.085	KG	0.085	KG
YB4-009E	0.096	KG	0.096	KG	0.096	KG
YB8-002	0.393	KG	0.393	KG	0.393	KG
YB8-001	0.051	KG	0.051	KG	0.051	KG
REP-ANT1137	0.009	KG	0.009	KG	0.009	KG
TLG-150-1	0.014	KG	0.014	KG	0.014	KG
AN-26599	0.016	KG	0.016	KG	0.016	KG
REP-ANT2600	0.009	KG	0.009	KG	0.009	KG
AN-26358K	0.018	KG	0.018	KG	0.018	KG
AN-265100C	0.024	KG	0.024	KG	0.024	KG
AN-307	0.033	KG	0.033	KG	0.033	KG
REP-ANT5537	0.009	KG	0.009	KG	0.009	KG
AN-315-5	0.07	KG	0.07	KG	0.07	KG
AN-313	0.271	KG	0.271	KG	0.271	KG
TX-90-3	0.12	KG	0.12	KG	0.12	KG
ANT-PAR1821	2.7	KG	2.7	KG	2.7	KG
ANT-PAR1821 REMATE	2.7	KG	2.7	KG	2.7	KG
REP-GWM-ANT	0.09	KG	0.09	KG	0.09	KG
OR/10	0.006	KG	0.006	KG	0.006	KG
OR/12	0.016	KG	0.016	KG	0.016	KG
OR/13	0.1	KG	0.1	KG	0.1	KG
OR/14	0.017	KG	0.017	KG	0.017	KG
OR/16	0.021	KG	0.021	KG	0.021	KG
VICMUTE22B OF	0.4	KG	0.4	KG	0.4	KG
VICMUTE18C OF	0.15	KG	0.15	KG	0.15	KG
VICMUTE22C OF	0.15	KG	0.15	KG	0.15	KG
VICMUTEHH OF	0.1	KG	0.1	KG	0.1	KG
VICMUTE10 OF	0.2	KG	0.2	KG	0.2	KG
VICMUTE12	0.227	KG	0.227	KG	0.227	KG
VICMUTE14	0.238	KG	0.238	KG	0.238	KG
SKD-100-10	0.01	KG	0.01	KG	0.01	KG
SKD-100-12	0.012	KG	0.012	KG	0.012	KG
VICMUTE13	0.227	KG	0.227	KG	0.227	KG
VICMUTE16	0.283	KG	0.283	KG	0.283	KG
PC3	0.2083	KG	0.2083	KG	0.2083	KG
SSC-601 OF	0.025	KG	0.025	KG	0.025	KG
REP-AP-0093/(758)	0.05	KG	0.05	KG	0.05	KG
J-20D	0.08	KG	0.08	KG	0.08	KG
MEGA-R3P	0.069	KG	0.069	KG	0.069	KG
MINI-PRO	0.009	KG	0.009	KG	0.009	KG
UNO-R3P	0.058	KG	0.058	KG	0.058	KG
HP10-6B/C3.0 OF	0.05	KG	0.05	KG	0.05	KG
HP13-6B/C3.0 OF	0.05	KG	0.05	KG	0.05	KG
HP14-10S/C3.0 OF	0.05	KG	0.05	KG	0.05	KG
HP14-8S/2.0	0.6	KG	0.6	KG	0.6	KG
LSG3C-T	2.4	KG	2.4	KG	2.4	KG
TFC-110	2.4	KG	2.4	KG	2.4	KG
L247THDIR	2.7	KG	2.7	KG	2.7	KG
L347THDIR	9.25	KG	9.25	KG	9.25	KG
L349THDIR	6.5	KG	6.5	KG	6.5	KG
XS-K117	2.5	KG	2.5	KG	2.5	KG
PKB-2	3	KG	3	KG	3	KG
MS-C001 OF	0.3	KG	0.3	KG	0.3	KG
BL-25C	1.2	KG	1.2	KG	1.2	KG
HV-I62N-BK	0.425	KG	0.425	KG	0.425	KG
HV-H961BT-BK	0.103	KG	0.103	KG	0.103	KG
DCN2	0.295	KG	0.295	KG	0.295	KG
DCN8	0.471	KG	0.471	KG	0.471	KG
FY1023HD-BK OF	0.3	KG	0.3	KG	0.3	KG
FY1023HD-RD OF	0.3	KG	0.3	KG	0.3	KG
HV-H2556BT	0.3855535	KG	0.3855535	KG	0.3855535	KG
HV-H2561BT-BL	0.361	KG	0.361	KG	0.361	KG
HV-H2561BT-WH	0.361	KG	0.361	KG	0.361	KG
HV-H2561BT-GR	0.361	KG	0.361	KG	0.361	KG
HV-H2575BT-GR	0.343	KG	0.343	KG	0.343	KG
HV-H2561BT-BK	0.361	KG	0.361	KG	0.361	KG
HV-H2575BT-BK	0.343	KG	0.343	KG	0.343	KG
HV-H2561BT-RD	0.361	KG	0.361	KG	0.361	KG
HV-I66-BL	0.315	KG	0.315	KG	0.315	KG
HV-H2587BT-WH	0.315	KG	0.315	KG	0.315	KG
HV-H2587BT-BK	0.315	KG	0.315	KG	0.315	KG
HV-I66-BK	0.315	KG	0.315	KG	0.315	KG
HG-9980WH	0.1	KG	0.1	KG	0.1	KG
HG-8990WH	0.1	KG	0.1	KG	0.1	KG
HV-H2541BT	0.0209786	KG	0.0209786	KG	0.0209786	KG
HV-H926BT-BL	0.113398	KG	0.113398	KG	0.113398	KG
HV-H926BT-SI	0.113398	KG	0.113398	KG	0.113398	KG
HV-H926BT-GN	0.113398	KG	0.113398	KG	0.113398	KG
HG-9980BK	0.1	KG	0.1	KG	0.1	KG
HG-2330BK	0.1	KG	0.1	KG	0.1	KG
HV-H2116D-RD	0.4275	KG	0.4275	KG	0.4275	KG
HV-H607D-YE	0.4082331	KG	0.4082331	KG	0.4082331	KG
HV-H607D-BL	0.4082331	KG	0.4082331	KG	0.4082331	KG
HV-H2068D	0.084	KG	0.084	KG	0.084	KG
HV-H2105D-RD	0.021	KG	0.021	KG	0.021	KG
HV-H607D-RD	0.084	KG	0.084	KG	0.084	KG
HV-H2198D-BL	0.197	KG	0.197	KG	0.197	KG
HV-H2165D-BL	0.591	KG	0.591	KG	0.591	KG
HV-H2262D-WH	0.277	KG	0.277	KG	0.277	KG
HV-H2171D-WH	0.591	KG	0.591	KG	0.591	KG
HV-H2171D-BK	0.591	KG	0.591	KG	0.591	KG
HV-H2198D-BK	0.197	KG	0.197	KG	0.197	KG
HV-H2218D-BK	0.591	KG	0.591	KG	0.591	KG
HV-H2262D-BK	0.277	KG	0.277	KG	0.277	KG
HV-H2165D-BK	0.591	KG	0.591	KG	0.591	KG
HV-E48P-BL	0.044	KG	0.044	KG	0.044	KG
HV-E25P-GR	0.044	KG	0.044	KG	0.044	KG
HV-E46P-BK	0.058	KG	0.058	KG	0.058	KG
HV-E48P-BK	0.044	KG	0.044	KG	0.044	KG
HV-E25P-PR	0.044	KG	0.044	KG	0.044	KG
HV-E25P-RD	0.044	KG	0.044	KG	0.044	KG
HV-E48P-RD	0.044	KG	0.044	KG	0.044	KG
HV-E86P-BL	0.1075	KG	0.1075	KG	0.1075	KG
HV-E86P-BK	0.1075	KG	0.1075	KG	0.1075	KG
HV-E86P-RD	0.1075	KG	0.1075	KG	0.1075	KG
HV-H2178D-BL	0.3125	KG	0.3125	KG	0.3125	KG
HV-H2178D-BK	0.3125	KG	0.3125	KG	0.3125	KG
HV-H2178D	0.3125	KG	0.3125	KG	0.3125	KG
HV-H2130D	0.3125	KG	0.3125	KG	0.3125	KG
B-370 ORANGE OF	0.3	KG	0.3	KG	0.3	KG
DHP-811	0.279	KG	0.279	KG	0.279	KG
HF-125	0.5	KG	0.5	KG	0.5	KG
HG-105WH OF	0.279	KG	0.279	KG	0.279	KG
HP-YO-WH OF	0.5	KG	0.5	KG	0.5	KG
HP-YO-WH REMATE	0.22	KG	0.22	KG	0.22	KG
HG-2800WH	0.5	KG	0.5	KG	0.5	KG
HG-3700WH	0.5	KG	0.5	KG	0.5	KG
HG-750WH REMATE	0.5	KG	0.5	KG	0.5	KG
HG-105BK OF	0.5	KG	0.5	KG	0.5	KG
HG-2800BK	0.5	KG	0.5	KG	0.5	KG
UR20	0.8	KG	0.8	KG	0.8	KG
HDP DJ M40.1	0.8	KG	0.8	KG	0.8	KG
HG-105RD OF	0.5	KG	0.5	KG	0.5	KG
HP-YO-RD REMATE	0.22	KG	0.22	KG	0.22	KG
SD-300 AZUL OF	0.3	KG	0.3	KG	0.3	KG
HG-112WH OF	0.17	KG	0.17	KG	0.17	KG
HG-112BK OF	0.17	KG	0.17	KG	0.17	KG
HG-112RD OF	0.17	KG	0.17	KG	0.17	KG
HV-I39BK	0.015	KG	0.015	KG	0.015	KG
HV-H969BT-GR	0.17225	KG	0.17225	KG	0.17225	KG
HV-H977BT-GR	0.18	KG	0.18	KG	0.18	KG
HV-H969BT-BK	0.17225	KG	0.17225	KG	0.17225	KG
HV-H977BT-BK	0.18	KG	0.18	KG	0.18	KG
MDR-EX15LP WH LIQUIDACION	0.003	KG	0.003	KG	0.003	KG
MDR-EX15LP LIQUIDACION	0.003	KG	0.003	KG	0.003	KG
BA10358	3	KG	3	KG	3	KG
BA1332L	3	KG	3	KG	3	KG
BA15218N CLD	3	KG	3	KG	3	KG
BA3308	3	KG	3	KG	3	KG
BA3312N	3	KG	3	KG	3	KG
BA3416	3	KG	3	KG	3	KG
BA3420AL	3	KG	3	KG	3	KG
BA3422	3	KG	3	KG	3	KG
BA3423S	3	KG	3	KG	3	KG
BA3426AS	3	KG	3	KG	3	KG
BA3812L	3	KG	3	KG	3	KG
BA3822LS CLD	3	KG	3	KG	3	KG
BA3920	3	KG	3	KG	3	KG
BA3832	3	KG	3	KG	3	KG
BA3940A	3	KG	3	KG	3	KG
BA4210 CLD	0.0002	KG	0.0002	KG	0.0002	KG
BA4234L	3	KG	3	KG	3	KG
BA4236L	3	KG	3	KG	3	KG
BA4402	3	KG	3	KG	3	KG
BA4560	3	KG	3	KG	3	KG
BA4560 CLD	3	KG	3	KG	3	KG
BA516	3	KG	3	KG	3	KG
BA521	3	KG	3	KG	3	KG
BA5402	3	KG	3	KG	3	KG
BA5412	3	KG	3	KG	3	KG
BA5412 CLD	3	KG	3	KG	3	KG
BA5412 CLD-RMV	3	KG	3	KG	3	KG
BA5413 CLD	3	KG	3	KG	3	KG
BA5415	3	KG	3	KG	3	KG
BA5417	0.0003	KG	0.0003	KG	0.0003	KG
BA5417 CLD	3	KG	3	KG	3	KG
BA5835FP CLD	3	KG	3	KG	3	KG
BA5836FP CLD	3	KG	3	KG	3	KG
BA5914FP	3	KG	3	KG	3	KG
BA5927S CLD	3	KG	3	KG	3	KG
BA5936S	3	KG	3	KG	3	KG
BA5941FP CLD	3	KG	3	KG	3	KG
BA5947FP CLD	0.0002	KG	0.0002	KG	0.0002	KG
BA5979S	3	KG	3	KG	3	KG
BA5985FM	3	KG	3	KG	3	KG
BA5996FM CLD	3	KG	3	KG	3	KG
BA6109	3	KG	3	KG	3	KG
BA6191 CLD	3	KG	3	KG	3	KG
BA6196FP CLD	3	KG	3	KG	3	KG
BA6209	3	KG	3	KG	3	KG
BA6219B	3	KG	3	KG	3	KG
BA6222	3	KG	3	KG	3	KG
BA6229	3	KG	3	KG	3	KG
BA6247	3	KG	3	KG	3	KG
BA6292	3	KG	3	KG	3	KG
BA6294	3	KG	3	KG	3	KG
BA6296FP CLD	3	KG	3	KG	3	KG
BA6297AFP CLD	3	KG	3	KG	3	KG
BA6298FP	3	KG	3	KG	3	KG
BA6392FP	3	KG	3	KG	3	KG
BA6396FP	3	KG	3	KG	3	KG
BA6398FP	3	KG	3	KG	3	KG
BA6418N	3	KG	3	KG	3	KG
BA6887	3	KG	3	KG	3	KG
BA6897FP	3	KG	3	KG	3	KG
BA6897S	3	KG	3	KG	3	KG
BA6898FP CLD	3	KG	3	KG	3	KG
BA6956AN CLD	3	KG	3	KG	3	KG
BA6998FP	3	KG	3	KG	3	KG
BA7767AS	3	KG	3	KG	3	KG
BA7790	3	KG	3	KG	3	KG
BA8510	3	KG	3	KG	3	KG
ACTION DLX AS OPN	5.3333	KG	5.3333	KG	5.3333	KG
ACTION BASS PLUS BM	4.78	KG	4.78	KG	4.78	KG
ACTION PJ OPBC	4.68	KG	4.68	KG	4.68	KG
ACTION BASS PLUS BK	4.78	KG	4.78	KG	4.78	KG
ACTION PJ OPB	4.68	KG	4.68	KG	4.68	KG
ACTION PJ OPW	4.68	KG	4.68	KG	4.68	KG
ACTION DLX PLUS CRS	5.33	KG	5.33	KG	5.33	KG
ACTION DLX PLUS CRS - REMATE	5.33	KG	5.33	KG	5.33	KG
ACTION BASS PLUSLHBK	4.79	KG	4.79	KG	4.79	KG
ACTION BASS PLUS TR	4.79	KG	4.79	KG	4.79	KG
B4 PLUS MH OPM	5.17	KG	5.17	KG	5.17	KG
A4 PLUS FMMH OPBC	5.5	KG	5.5	KG	5.5	KG
A4 ULTRA RWAS W/CASE	8	KG	8	KG	8	KG
C4 PLUS ZBMH TBB	5.17	KG	5.17	KG	5.17	KG
B4 PLUS AS OPN	5.27	KG	5.27	KG	5.27	KG
A4 PLUS FMMH OPN	6	KG	6	KG	6	KG
B4 PLUS AS LH OPN	6	KG	6	KG	6	KG
B4FL PLUS AS OPN	5.34	KG	5.34	KG	5.34	KG
C4 PLUS ZBMH OTAB	5.22	KG	5.22	KG	5.22	KG
GB34JJ 3TS	5.12	KG	5.12	KG	5.12	KG
GB74JH TBK	5	KG	5	KG	5	KG
GB74JH TBK REMATE	5	KG	5	KG	5	KG
GB74JH TR	5	KG	5	KG	5	KG
GB74JJ AB	5	KG	5	KG	5	KG
GB74JJ AM	5	KG	5	KG	5	KG
GB14 PJ 2T	4.87	KG	4.87	KG	4.87	KG
MILESTONE 4BXP-SUNBU	6	KG	6	KG	6	KG
A4 CUSTOM Z W/CASE O	5	KG	5	KG	5	KG
ACTION DLX V AS OPN	5.47	KG	5.47	KG	5.47	KG
ACTION BASS V PLUSBM	5.52	KG	5.52	KG	5.52	KG
ACTION DLX V PLUSCRS	5.47	KG	5.47	KG	5.47	KG
ACTION BASS V PLUSBK	5.52	KG	5.52	KG	5.52	KG
ACTION BASS V PLUSTR	5.52	KG	5.52	KG	5.52	KG
A5 PLUS SCMS OPN	10.9	KG	10.9	KG	10.9	KG
B5 PLUS MH OPM	5.22	KG	5.22	KG	5.22	KG
A5 PLUS FMMH OPBC	5.67	KG	5.67	KG	5.67	KG
C5 PLUS ZBMH TBB	5.4	KG	5.4	KG	5.4	KG
A5 PLUS FMMH OPN	5.67	KG	5.67	KG	5.67	KG
B5 PLUS AS OPN	5.25	KG	5.25	KG	5.25	KG
B5 PLUS AS LH OPN	5.25	KG	5.25	KG	5.25	KG
C5 PLUS ZBMH OTAB	5.4	KG	5.4	KG	5.4	KG
GB75JH TBK	6	KG	6	KG	6	KG
GB75JH TR	6	KG	6	KG	6	KG
GB75JJ AB	6	KG	6	KG	6	KG
GB75JJ AM - REMATE	6	KG	6	KG	6	KG
MILESTONE 5 BLK	6	KG	6	KG	6	KG
GB5-CUSTOM W/CASE NA	8	KG	8	KG	8	KG
C6 PLUS ZBMH OTAB	5.63	KG	5.63	KG	5.63	KG
A6 PLUS FMMH OPN	6.08	KG	6.08	KG	6.08	KG
GB34A WS	5	KG	5	KG	5	KG
GB35A 3TS	5	KG	5	KG	5	KG
TPS218NEO-SUB	75	KG	75	KG	75	KG
TPS18NEO-SUB	45	KG	45	KG	45	KG
FY-1530Q	0.1	KG	0.1	KG	0.1	KG
FY-1530F	0.314	KG	0.314	KG	0.314	KG
HD-205PV	0.086	KG	0.086	KG	0.086	KG
RJ45-BD	0.075	KG	0.075	KG	0.075	KG
PC-110	0.023	KG	0.023	KG	0.023	KG
PC-115	0.036	KG	0.036	KG	0.036	KG
PC-49	0.048	KG	0.048	KG	0.048	KG
PC-120	0.054	KG	0.054	KG	0.054	KG
PC-230	0.145	KG	0.145	KG	0.145	KG
PC-67	0.007	KG	0.007	KG	0.007	KG
PC-48	0.013	KG	0.013	KG	0.013	KG
LCD2BRH	0.133	KG	0.133	KG	0.133	KG
LCDUP2B	0.8	KG	0.8	KG	0.8	KG
LCD2BH	0.136	KG	0.136	KG	0.136	KG
ADWC-X/PACK 5A	0.13	KG	0.13	KG	0.13	KG
LCD5AHN	0.108	KG	0.108	KG	0.108	KG
LCD5AIH	0.101	KG	0.101	KG	0.101	KG
LCD5AIRH	0.9	KG	0.9	KG	0.9	KG
SB103	0.113	KG	0.113	KG	0.113	KG
LCD5AM	0.114	KG	0.114	KG	0.114	KG
SB106	0.113	KG	0.113	KG	0.113	KG
N5A	0.5	KG	0.5	KG	0.5	KG
N5AN	0.907	KG	0.907	KG	0.907	KG
LCD5ARHN	0.109	KG	0.109	KG	0.109	KG
LDSP-2W 5A	0.091	KG	0.091	KG	0.091	KG
LDSP-2N 5A	0.097	KG	0.097	KG	0.097	KG
LCDUP5A	0.9	KG	0.9	KG	0.9	KG
SB104	0.114	KG	0.114	KG	0.114	KG
SB107	0.122	KG	0.122	KG	0.122	KG
LCD5BRHN	0.12	KG	0.12	KG	0.12	KG
LCD5BIRH	0.9	KG	0.9	KG	0.9	KG
LDSP-2W 5B	0.091	KG	0.091	KG	0.091	KG
LDSP-2N 5B	0.124	KG	0.124	KG	0.124	KG
LCDUP5B	0.9	KG	0.9	KG	0.9	KG
LCD5BHN	0.123	KG	0.123	KG	0.123	KG
LCD5BIH	0.9	KG	0.9	KG	0.9	KG
ADWC-X/PACK 7A	0.111	KG	0.111	KG	0.111	KG
SB105	0.111	KG	0.111	KG	0.111	KG
LCD7AHN	0.095	KG	0.095	KG	0.095	KG
LCD7AH	0.97	KG	0.97	KG	0.97	KG
LCD7AM	0.97	KG	0.97	KG	0.97	KG
N7A	0.907	KG	0.907	KG	0.907	KG
N7AN	0.5	KG	0.5	KG	0.5	KG
