ItemCode	InventoryWeight1	InventoryWeightUnit1	SalesUnitWeight	SalesWeightUnit	PurchaseUnitWeight	PurchaseWeightUnit
ItemCode	InventoryWeight1	InventoryWeightUnit1	SWeight1	SWght1Unit	BWeight1	BWght1Unit
2SD200	0.02	KG	0.02	KG	0.02	KG
2SD2012 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2058 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2059 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2060	0.02	KG	0.02	KG	0.02	KG
2SD2061 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2089	0.02	KG	0.02	KG	0.02	KG
2SD2095	0.02	KG	0.02	KG	0.02	KG
2SD2102 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2125	0.02	KG	0.02	KG	0.02	KG
2SD2222	0.02	KG	0.02	KG	0.02	KG
2SD2390	0.02	KG	0.02	KG	0.02	KG
2SD2394 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2396 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2438	0.02	KG	0.02	KG	0.02	KG
2SD2439 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2493 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2494 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2495 CLD SANK	0.02	KG	0.02	KG	0.02	KG
2SD2498 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2499 CLD	0.005	KG	0.005	KG	0.005	KG
2SD2525	0.02	KG	0.02	KG	0.02	KG
2SD2539	0.02	KG	0.02	KG	0.02	KG
2SD2539 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2553 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2560	0.02	KG	0.02	KG	0.02	KG
2SD2578 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2580 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2581 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2586 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2599	0.02	KG	0.02	KG	0.02	KG
2SD261	0.02	KG	0.02	KG	0.02	KG
2SD2624 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2627	0.02	KG	0.02	KG	0.02	KG
2SD2627 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2642 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2645 CLD	0.02	KG	0.02	KG	0.02	KG
2SD2689 CLD	0.02	KG	0.02	KG	0.02	KG
2SD288	0.02	KG	0.02	KG	0.02	KG
2SD291	0.02	KG	0.02	KG	0.02	KG
2SD313 CLD	0.02	KG	0.02	KG	0.02	KG
2SD362 CLD	0.02	KG	0.02	KG	0.02	KG
2SD401A CLD	0.02	KG	0.02	KG	0.02	KG
2SD424 TOSH	0.02	KG	0.02	KG	0.02	KG
2SD438	0.02	KG	0.02	KG	0.02	KG
2SD468	0.02	KG	0.02	KG	0.02	KG
2SD470 MATS	0.02	KG	0.02	KG	0.02	KG
2SD471	0.02	KG	0.02	KG	0.02	KG
2SD473	0.02	KG	0.02	KG	0.02	KG
2SD5024 CLD	0.02	KG	0.02	KG	0.02	KG
2SD5032 CLD	0.02	KG	0.02	KG	0.02	KG
2SD5036 CLD	0.02	KG	0.02	KG	0.02	KG
2SD5071	0.02	KG	0.02	KG	0.02	KG
2SD5071 CLD	0.02	KG	0.02	KG	0.02	KG
2SD5072	0.02	KG	0.02	KG	0.02	KG
2SD5072 CLD	0.02	KG	0.02	KG	0.02	KG
2SD525 TOSH	0.02	KG	0.02	KG	0.02	KG
2SD533	0.02	KG	0.02	KG	0.02	KG
2SD560	0.02	KG	0.02	KG	0.02	KG
2SD5702 CLD	0.02	KG	0.02	KG	0.02	KG
2SD5703 CLD	0.02	KG	0.02	KG	0.02	KG
2SD600	0.02	KG	0.02	KG	0.02	KG
2SD612	0.02	KG	0.02	KG	0.02	KG
2SD667AC CLD	0.02	KG	0.02	KG	0.02	KG
2SD669AC CLD	0.02	KG	0.02	KG	0.02	KG
2SD717	0.02	KG	0.02	KG	0.02	KG
2SD718	0.02	KG	0.02	KG	0.02	KG
2SD718 CLD	0.02	KG	0.02	KG	0.02	KG
2SD718 CLD TOSH	0.02	KG	0.02	KG	0.02	KG
2SD794	0.02	KG	0.02	KG	0.02	KG
2SD823	0.02	KG	0.02	KG	0.02	KG
2SD870	0.02	KG	0.02	KG	0.02	KG
2SD879	0.02	KG	0.02	KG	0.02	KG
2SD880 CLD	0.02	KG	0.02	KG	0.02	KG
2SD882 CLD	0.02	KG	0.02	KG	0.02	KG
2SD946	0.02	KG	0.02	KG	0.02	KG
2SD965	0.02	KG	0.02	KG	0.02	KG
2SD970	0.02	KG	0.02	KG	0.02	KG
2SK1118	0.02	KG	0.02	KG	0.02	KG
2SK1445	0.02	KG	0.02	KG	0.02	KG
2SK1446	0.02	KG	0.02	KG	0.02	KG
2SK1507 CLD	0.02	KG	0.02	KG	0.02	KG
2SK1537	0.02	KG	0.02	KG	0.02	KG
2SK1611	0.02	KG	0.02	KG	0.02	KG
2SK2039	0.02	KG	0.02	KG	0.02	KG
2SK2125	0.02	KG	0.02	KG	0.02	KG
2SK2129	0.02	KG	0.02	KG	0.02	KG
2SK2148 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2434	0.02	KG	0.02	KG	0.02	KG
2SK2545	0.02	KG	0.02	KG	0.02	KG
2SK2564 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2624 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2640	0.02	KG	0.02	KG	0.02	KG
2SK2640 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2642 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2645 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2662 CLD	0.02	KG	0.02	KG	0.02	KG
2Sk2698 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2723 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2837 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2845 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2872	0.02	KG	0.02	KG	0.02	KG
2SK2876 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2937 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2961	0.02	KG	0.02	KG	0.02	KG
2SK2961 CLD	0.02	KG	0.02	KG	0.02	KG
2SK2996 CLD	0.02	KG	0.02	KG	0.02	KG
2SK30 CLD	0.02	KG	0.02	KG	0.02	KG
2SK304	0.02	KG	0.02	KG	0.02	KG
2SK3053 CLD	0.02	KG	0.02	KG	0.02	KG
2SK3115 CLD	0.02	KG	0.02	KG	0.02	KG
2SK3116 CLD	0.02	KG	0.02	KG	0.02	KG
2SK33	0.02	KG	0.02	KG	0.02	KG
2SK3451 CLD	0.02	KG	0.02	KG	0.02	KG
2SK3563 CLD	0.02	KG	0.02	KG	0.02	KG
2SK3568 CLD	0.02	KG	0.02	KG	0.02	KG
2SK3569 CLD	0.02	KG	0.02	KG	0.02	KG
2SK790	0.02	KG	0.02	KG	0.02	KG
2SK794	0.02	KG	0.02	KG	0.02	KG
2SK796	0.02	KG	0.02	KG	0.02	KG
32N50C	0.02	KG	0.02	KG	0.02	KG
3B0565 CLD	0.02	KG	0.02	KG	0.02	KG
3BR4765J CLD	0.02	KG	0.02	KG	0.02	KG
3S0680RF CLD	0.02	KG	0.02	KG	0.02	KG
3S0765RF CLD	0.02	KG	0.02	KG	0.02	KG
3S1265R CLD	0.02	KG	0.02	KG	0.02	KG
5L0365RN CLD	0.02	KG	0.02	KG	0.02	KG
5L0380R CLD	0.02	KG	0.02	KG	0.02	KG
5M02659RN CLD	0.02	KG	0.02	KG	0.02	KG
5Q0765RT CLD	0.02	KG	0.02	KG	0.02	KG
5Q12656 CLD	0.006	KG	0.006	KG	0.006	KG
5Q1265RF CLD	0.006	KG	0.006	KG	0.006	KG
74LS00	0.02	KG	0.02	KG	0.02	KG
74LS00P CLD	0.02	KG	0.02	KG	0.02	KG
74LS02 CLD	0.02	KG	0.02	KG	0.02	KG
74LS04P CLD	0.02	KG	0.02	KG	0.02	KG
74LS05	0.02	KG	0.02	KG	0.02	KG
74LS06	0.02	KG	0.02	KG	0.02	KG
74LS08 CLD	0.02	KG	0.02	KG	0.02	KG
74LS09 CLD	0.02	KG	0.02	KG	0.02	KG
74LS10 CLD	0.02	KG	0.02	KG	0.02	KG
74LS107	0.02	KG	0.02	KG	0.02	KG
74LS11 CLD	0.02	KG	0.02	KG	0.02	KG
74LS112 CLD	0.02	KG	0.02	KG	0.02	KG
74LS113	0.02	KG	0.02	KG	0.02	KG
74LS12 CLD	0.02	KG	0.02	KG	0.02	KG
74LS123	0.02	KG	0.02	KG	0.02	KG
74LS132	0.02	KG	0.02	KG	0.02	KG
74LS132 CLD	0.02	KG	0.02	KG	0.02	KG
74LS138 CLD	0.02	KG	0.02	KG	0.02	KG
74LS139 CLD	0.02	KG	0.02	KG	0.02	KG
74LS14 CLD	0.02	KG	0.02	KG	0.02	KG
74LS147 CLD	0.02	KG	0.02	KG	0.02	KG
74LS148 CLD	0.02	KG	0.02	KG	0.02	KG
74LS151 CLD	0.02	KG	0.02	KG	0.02	KG
74LS153 CLD	0.02	KG	0.02	KG	0.02	KG
74LS154	0.02	KG	0.02	KG	0.02	KG
74LS154 CLD	0.02	KG	0.02	KG	0.02	KG
74LS155 CLD	0.02	KG	0.02	KG	0.02	KG
74LS156 CLD	0.02	KG	0.02	KG	0.02	KG
74LS157 CLD	0.02	KG	0.02	KG	0.02	KG
74LS158N CLD	0.02	KG	0.02	KG	0.02	KG
74LS161 CLD	0.02	KG	0.02	KG	0.02	KG
74LS163 CLD	0.02	KG	0.02	KG	0.02	KG
74LS164 CLD	0.02	KG	0.02	KG	0.02	KG
74LS165 CLD	0.02	KG	0.02	KG	0.02	KG
74LS173 CLD	0.02	KG	0.02	KG	0.02	KG
74LS192 CLD	0.02	KG	0.02	KG	0.02	KG
74LS194 CLD	0.02	KG	0.02	KG	0.02	KG
74LS20 CLD	0.02	KG	0.02	KG	0.02	KG
74LS21	0.02	KG	0.02	KG	0.02	KG
74LS21 CLD	0.02	KG	0.02	KG	0.02	KG
74LS240 CLD	0.02	KG	0.02	KG	0.02	KG
74LS241 CLD	0.02	KG	0.02	KG	0.02	KG
74LS244 CLD	0.02	KG	0.02	KG	0.02	KG
74LS245	0.02	KG	0.02	KG	0.02	KG
74LS247 CLD	0.02	KG	0.02	KG	0.02	KG
74LS251	0.02	KG	0.02	KG	0.02	KG
74LS266 CLD	0.02	KG	0.02	KG	0.02	KG
74LS27 CLD	0.02	KG	0.02	KG	0.02	KG
74LS32 CLD	0.02	KG	0.02	KG	0.02	KG
74LS373 CLD	0.02	KG	0.02	KG	0.02	KG
74LS47 CLD	0.02	KG	0.02	KG	0.02	KG
74LS48 CLD	0.02	KG	0.02	KG	0.02	KG
74LS73 CLD	0.02	KG	0.02	KG	0.02	KG
74LS74 CLD	0.02	KG	0.02	KG	0.02	KG
74LS75 CLD	0.02	KG	0.02	KG	0.02	KG
74LS76 CLD	0.02	KG	0.02	KG	0.02	KG
74LS83 CLD	0.02	KG	0.02	KG	0.02	KG
74LS85 CLD	0.02	KG	0.02	KG	0.02	KG
74LS86 CLD	0.02	KG	0.02	KG	0.02	KG
74LS90 CLD	0.02	KG	0.02	KG	0.02	KG
74LS92 CLD	0.02	KG	0.02	KG	0.02	KG
74LS93 CLD	0.02	KG	0.02	KG	0.02	KG
7824 ANK	0.02	KG	0.02	KG	0.02	KG
78L05 CHICO CLD	0.02	KG	0.02	KG	0.02	KG
78L12 CHI	0.02	KG	0.02	KG	0.02	KG
78L33 PLAST	0.02	KG	0.02	KG	0.02	KG
74LR05PIN CHI	0.02	KG	0.02	KG	0.02	KG
7924 ANK	0.02	KG	0.02	KG	0.02	KG
93C46P CLD	0.02	KG	0.02	KG	0.02	KG
9D5N20F CLD	0.02	KG	0.02	KG	0.02	KG
76BGS36	0.95	KG	0.95	KG	0.95	KG
AVS-312	0.11	KG	0.11	KG	0.11	KG
REP-ABR-19B/S	0.2	KG	0.2	KG	0.2	KG
KD-033	0.1	KG	0.1	KG	0.1	KG
ZD-205	0.2	KG	0.2	KG	0.2	KG
8PK-366N-B	0.1	KG	0.1	KG	0.1	KG
TS-192	0.1	KG	0.1	KG	0.1	KG
AC128	0.2	KG	0.2	KG	0.2	KG
AD162	0.02	KG	0.02	KG	0.02	KG
REP-AD6852	0.4	KG	0.4	KG	0.4	KG
REP-KR-PWR152	0.4	KG	0.4	KG	0.4	KG
REP-KR-PWR153	0.4	KG	0.4	KG	0.4	KG
REP-KR-PWR912	0.4	KG	0.4	KG	0.4	KG
REP-AD-PMXS8	0.4	KG	0.4	KG	0.4	KG
REP-AS-DJ205	0.4	KG	0.4	KG	0.4	KG
REP-XW1620	0.3	KG	0.3	KG	0.3	KG
REP-AD-DS530	0.4	KG	0.4	KG	0.4	KG
AD-12V 1.5A	0.4	KG	0.4	KG	0.4	KG
PA-150	0.4	KG	0.4	KG	0.4	KG
AD-12V 1A	0.4	KG	0.4	KG	0.4	KG
AD-12V 2A	0.4	KG	0.4	KG	0.4	KG
AD-PA5 LIQUIDACION	0.4	KG	0.4	KG	0.4	KG
LLA-12300A	0.4	KG	0.4	KG	0.4	KG
LLA-12300A OF	0.4	KG	0.4	KG	0.4	KG
LLA-1250	0.4	KG	0.4	KG	0.4	KG
ACD-006A	0.4	KG	0.4	KG	0.4	KG
ACD-008A	0.4	KG	0.4	KG	0.4	KG
LLA-1250B	0.4	KG	0.4	KG	0.4	KG
KD-215	0.4	KG	0.4	KG	0.4	KG
AD-121S	0.094	KG	0.094	KG	0.094	KG
AD-122S	0.118	KG	0.118	KG	0.118	KG
AD-241S	0.129	KG	0.129	KG	0.129	KG
LGY-5120	0.4	KG	0.4	KG	0.4	KG
AD-051S	0.066	KG	0.066	KG	0.066	KG
AD-052SC	0.08	KG	0.08	KG	0.08	KG
AD-052S	0.081	KG	0.081	KG	0.081	KG
LJS-936	0.4	KG	0.4	KG	0.4	KG
AD-053S	0.4	KG	0.4	KG	0.4	KG
AD-061S	0.4	KG	0.4	KG	0.4	KG
AD-062S	0.4	KG	0.4	KG	0.4	KG
AD-912M	0.094	KG	0.094	KG	0.094	KG
AD-912S	0.4	KG	0.4	KG	0.4	KG
AD-920INV	0.4	KG	0.4	KG	0.4	KG
AD-2501	0.22	KG	0.22	KG	0.22	KG
ADC-IPUC05	0.4	KG	0.4	KG	0.4	KG
ADC-IPUC04	0.4	KG	0.4	KG	0.4	KG
AD-1200F	0.4	KG	0.4	KG	0.4	KG
AD-24SW	0.176	KG	0.176	KG	0.176	KG
AD-2515	0.4	KG	0.4	KG	0.4	KG
AD-30SW	0.4	KG	0.4	KG	0.4	KG
AD-1210 OF	0.4	KG	0.4	KG	0.4	KG
AD-1223	0.4	KG	0.4	KG	0.4	KG
AD-1233	0.4	KG	0.4	KG	0.4	KG
AD-123S	0.4	KG	0.4	KG	0.4	KG
TJ-076A	0.4	KG	0.4	KG	0.4	KG
TJ-076	0.4	KG	0.4	KG	0.4	KG
AD-242S	0.4	KG	0.4	KG	0.4	KG
TJW-001	0.4	KG	0.4	KG	0.4	KG
EB-IPUT04BL	0.4	KG	0.4	KG	0.4	KG
EB-IPUT04BK	0.4	KG	0.4	KG	0.4	KG
EB-IPUT04RD	0.4	KG	0.4	KG	0.4	KG
HV-H140	0.4	KG	0.4	KG	0.4	KG
HV-UC8801	0.4	KG	0.4	KG	0.4	KG
TJ-078	0.4	KG	0.4	KG	0.4	KG
AD-503	0.032	KG	0.032	KG	0.032	KG
HV-UC2011	0.4	KG	0.4	KG	0.4	KG
AD-912 OF	0.4	KG	0.4	KG	0.4	KG
LLCS2100N	0.4	KG	0.4	KG	0.4	KG
ADC-IPUC03	0.4	KG	0.4	KG	0.4	KG
HV-UC207	0.4	KG	0.4	KG	0.4	KG
AD-1202U OF	0.4	KG	0.4	KG	0.4	KG
AD-2515U	0.4	KG	0.4	KG	0.4	KG
AD-122DTV	0.219	KG	0.219	KG	0.219	KG
TJ-1033	0.4	KG	0.4	KG	0.4	KG
TJ-1143	0.4	KG	0.4	KG	0.4	KG
TJ-1142	0.4	KG	0.4	KG	0.4	KG
TJ-1235	0.4	KG	0.4	KG	0.4	KG
TJ-1240	0.4	KG	0.4	KG	0.4	KG
TJ-1291	0.4	KG	0.4	KG	0.4	KG
PA-300C	0.4	KG	0.4	KG	0.4	KG
AD-1000	0.4	KG	0.4	KG	0.4	KG
LLA-1000	0.4	KG	0.4	KG	0.4	KG
AD-1500 EVL	0.4	KG	0.4	KG	0.4	KG
AD-2000	0.4	KG	0.4	KG	0.4	KG
LLA-300J	0.4	KG	0.4	KG	0.4	KG
AD-500J	0.4	KG	0.4	KG	0.4	KG
LLA-500J	0.4	KG	0.4	KG	0.4	KG
FY-2096A	0.31	KG	0.31	KG	0.31	KG
TJ-1187	0.4	KG	0.4	KG	0.4	KG
TJ-1245	0.4	KG	0.4	KG	0.4	KG
FY-2096U	0.335	KG	0.335	KG	0.335	KG
LLA0600PC	0.4	KG	0.4	KG	0.4	KG
BT-DATA	0.4	KG	0.4	KG	0.4	KG
EV-T01	0.2	KG	0.2	KG	0.2	KG
FY3108ST	0.07	KG	0.07	KG	0.07	KG
FY-5913	0.05	KG	0.05	KG	0.05	KG
APNR-3002	0.5	KG	0.5	KG	0.5	KG
HV-UC301WH	0.05	KG	0.05	KG	0.05	KG
HV-UC301BK	0.05	KG	0.05	KG	0.05	KG
HV-H236BK	0.05	KG	0.05	KG	0.05	KG
HV-UC515WH	0.05	KG	0.05	KG	0.05	KG
HV-UC515BK	0.05	KG	0.05	KG	0.05	KG
HV-UC270BL	0.05	KG	0.05	KG	0.05	KG
HV-UC270GD	0.05	KG	0.05	KG	0.05	KG
HV-UC270SI	0.05	KG	0.05	KG	0.05	KG
HV-UC270RD	0.05	KG	0.05	KG	0.05	KG
LPS-1904	0.4	KG	0.4	KG	0.4	KG
LPS-1504	0.294	KG	0.294	KG	0.294	KG
AXC-ZT	1	KG	1	KG	1	KG
LPS-1203	0.4	KG	0.4	KG	0.4	KG
LPS-1903	0.294	KG	0.294	KG	0.294	KG
LPS-1421	0.4	KG	0.4	KG	0.4	KG
LPS-1921	0.4	KG	0.4	KG	0.4	KG
TV-902 OF	0.03	KG	0.03	KG	0.03	KG
KA-390	0.4	KG	0.4	KG	0.4	KG
REP-2096U-HP	0.4	KG	0.4	KG	0.4	KG
CWT-207BL	0.075	KG	0.075	KG	0.075	KG
CWT-207RD	0.075	KG	0.075	KG	0.075	KG
KD-26RD	0.075	KG	0.075	KG	0.075	KG
KD-27BK	0.075	KG	0.075	KG	0.075	KG
KD-27SI	0.075	KG	0.075	KG	0.075	KG
KD-27RD	0.075	KG	0.075	KG	0.075	KG
FY-1213A	0.2	KG	0.2	KG	0.2	KG
UE-208B	0.04	KG	0.04	KG	0.04	KG
HV-WF31	0.07229	KG	0.07229	KG	0.07229	KG
HV-WF30	0.01797	KG	0.01797	KG	0.01797	KG
QX-1730B	0.005	KG	0.005	KG	0.005	KG
RPAN360	0.025	KG	0.025	KG	0.025	KG
HY1.1737A OF	0.03	KG	0.03	KG	0.03	KG
HY1.1735A OF	0.03	KG	0.03	KG	0.03	KG
HY1.1736B	0.008	KG	0.008	KG	0.008	KG
RPAN320	0.05	KG	0.05	KG	0.05	KG
HY1.1739A	0.01	KG	0.01	KG	0.01	KG
HY1.1740B	0.011	KG	0.011	KG	0.011	KG
RPAN300	0.056	KG	0.056	KG	0.056	KG
HY1.1758	0.007	KG	0.007	KG	0.007	KG
HY1.1765 OF	0.03	KG	0.03	KG	0.03	KG
HY1.1744B	0.007	KG	0.007	KG	0.007	KG
HY1.1760 OF	0.03	KG	0.03	KG	0.03	KG
HY1.1745	0.007	KG	0.007	KG	0.007	KG
RPAN350	0.024	KG	0.024	KG	0.024	KG
HY1.1761	0.007	KG	0.007	KG	0.007	KG
HY1.1750	0.008	KG	0.008	KG	0.008	KG
RPAN335	0.027	KG	0.027	KG	0.027	KG
HY1.1762	0.008	KG	0.008	KG	0.008	KG
HY1.1751	0.008	KG	0.008	KG	0.008	KG
RPAN330	0.028	KG	0.028	KG	0.028	KG
HY1.1763	0.009	KG	0.009	KG	0.009	KG
HY1.1756	0.007	KG	0.007	KG	0.007	KG
ADP00056 OF	0.03	KG	0.03	KG	0.03	KG
RPAN310	0.023	KG	0.023	KG	0.023	KG
HY1.1764	0.007	KG	0.007	KG	0.007	KG
QX-1759	0.008	KG	0.008	KG	0.008	KG
HY1.1747	0.009	KG	0.009	KG	0.009	KG
HY1.1757	0.008	KG	0.008	KG	0.008	KG
HDV-241MF	0.033	KG	0.033	KG	0.033	KG
ADV-241MF	0.033	KG	0.033	KG	0.033	KG
HDV-245MF	0.031	KG	0.031	KG	0.031	KG
ADV-245MF	0.033	KG	0.033	KG	0.033	KG
HDC-906	0.007	KG	0.007	KG	0.007	KG
HDC-895	0.012	KG	0.012	KG	0.012	KG
HDC-894	0.011	KG	0.011	KG	0.011	KG
AV17-S6	0.09	KG	0.09	KG	0.09	KG
AD-7820 (AV15-S3) OF	0.09	KG	0.09	KG	0.09	KG
AD-1321G	0.003	KG	0.003	KG	0.003	KG
HY1.1702B OF	0.03	KG	0.03	KG	0.03	KG
HY1.1702B-M OF	0.03	KG	0.03	KG	0.03	KG
RPAN200	0.012	KG	0.012	KG	0.012	KG
HY1.1713A	0.005	KG	0.005	KG	0.005	KG
BL-P-112G OF	0.03	KG	0.03	KG	0.03	KG
HY1.1794A	0.005	KG	0.005	KG	0.005	KG
HY1.1714B	0.005	KG	0.005	KG	0.005	KG
HY1.1795B	0.005	KG	0.005	KG	0.005	KG
RPAN240	0.018	KG	0.018	KG	0.018	KG
RPAN245	0.018	KG	0.018	KG	0.018	KG
QX-1066B	0.006	KG	0.006	KG	0.006	KG
QX-1819B	0.008	KG	0.008	KG	0.008	KG
HY1.4836	0.04	KG	0.04	KG	0.04	KG
RA3XFJF	0.048	KG	0.048	KG	0.048	KG
HY1.1704B	0.03	KG	0.03	KG	0.03	KG
HY1.1709A	0.005	KG	0.005	KG	0.005	KG
HY1.1788A	0.011	KG	0.011	KG	0.011	KG
HY1.1710B	0.005	KG	0.005	KG	0.005	KG
QX-1789B	0.011	KG	0.011	KG	0.011	KG
RPAN220	0.023	KG	0.023	KG	0.023	KG
RPAN280 OF	0.03	KG	0.03	KG	0.03	KG
GCB-003	0.038	KG	0.038	KG	0.038	KG
RA3XMJF	0.047	KG	0.047	KG	0.047	KG
HY1.4838	0.034	KG	0.034	KG	0.034	KG
RA2XFJM	0.059	KG	0.059	KG	0.059	KG
JFD-726	0.006	KG	0.006	KG	0.006	KG
JFD-725	0.007	KG	0.007	KG	0.007	KG
AD-1760	0.03	KG	0.03	KG	0.03	KG
AD-3854	0.04	KG	0.04	KG	0.04	KG
HY1.1721 OF	0.03	KG	0.03	KG	0.03	KG
HY1.1800 OF	0.03	KG	0.03	KG	0.03	KG
HY1.1722	0.006	KG	0.006	KG	0.006	KG
HY1.1801	0.006	KG	0.006	KG	0.006	KG
HY1.1723	0.006	KG	0.006	KG	0.006	KG
HY1.1804	0.007	KG	0.007	KG	0.007	KG
HY1.1300	0.09	KG	0.09	KG	0.09	KG
RPAN260	0.014	KG	0.014	KG	0.014	KG
HY1.1724	0.007	KG	0.007	KG	0.007	KG
HY1.1805	0.009	KG	0.009	KG	0.009	KG
QX-4847	0.038	KG	0.038	KG	0.038	KG
Q-121 OF	0.03	KG	0.03	KG	0.03	KG
YTL-A03 OF	0.03	KG	0.03	KG	0.03	KG
HY1.4844	0.032	KG	0.032	KG	0.032	KG
RA2XMJM	0.047	KG	0.047	KG	0.047	KG
JFD-702	0.006	KG	0.006	KG	0.006	KG
JFD-705	0.006	KG	0.006	KG	0.006	KG
AD-3853	0.039	KG	0.039	KG	0.039	KG
CC-752	0.0693	KG	0.0693	KG	0.0693	KG
CC-022B	0.03	KG	0.03	KG	0.03	KG
GC-6H OF	0.025	KG	0.025	KG	0.025	KG
VC-4H OF	0.025	KG	0.025	KG	0.025	KG
GA-1	0.21	KG	0.21	KG	0.21	KG
WST-2046 BCM	0.5	KG	0.5	KG	0.5	KG
PT101	0.019	KG	0.019	KG	0.019	KG
PC-1	0.054	KG	0.054	KG	0.054	KG
HT-U1 HEADTUNE	0.025	KG	0.025	KG	0.025	KG
VAGP-4/4	0.0272	KG	0.0272	KG	0.0272	KG
VANP-4/4	0.0272	KG	0.0272	KG	0.0272	KG
WST-530	0.0294	KG	0.0294	KG	0.0294	KG
WST-640G	0.031	KG	0.031	KG	0.031	KG
WST-2046 WZ	0.031	KG	0.031	KG	0.031	KG
WST-2046BD	0.031	KG	0.031	KG	0.031	KG
WST-2058A	0.03	KG	0.03	KG	0.03	KG
WST-630C	0.0909	KG	0.0909	KG	0.0909	KG
WST-640B	0.0598	KG	0.0598	KG	0.0598	KG
TYA-60	0.347	KG	0.347	KG	0.347	KG
TYA-61	0.184	KG	0.184	KG	0.184	KG
TY21-5	0.407	KG	0.407	KG	0.407	KG
GA-202	0.163	KG	0.163	KG	0.163	KG
GA-201	0.051	KG	0.051	KG	0.051	KG
TY21-1	0.051	KG	0.051	KG	0.051	KG
REP-AGL-1504	0.5	KG	0.5	KG	0.5	KG
REP-AGL-151	0.5	KG	0.5	KG	0.5	KG
REP-AGL-156	0.5	KG	0.5	KG	0.5	KG
BT1031	0.3	KG	0.3	KG	0.3	KG
SCT-25100BK	0.03	KG	0.03	KG	0.03	KG
SCT-25100TR	0.029	KG	0.029	KG	0.029	KG
SCT-25150BK	0.045	KG	0.045	KG	0.045	KG
SCT-25150TR	0.043	KG	0.043	KG	0.043	KG
SCT-25200BK	0.058	KG	0.058	KG	0.058	KG
SCT-25200TR	0.058	KG	0.058	KG	0.058	KG
SCT-36100BK	0.047	KG	0.047	KG	0.047	KG
SCT-36100TR	0.053	KG	0.053	KG	0.053	KG
SCT-36150BK	0.07	KG	0.07	KG	0.07	KG
SCT-36150TR	0.078	KG	0.078	KG	0.078	KG
SCT-36200BK	0.101	KG	0.101	KG	0.101	KG
SCT-36200TR	0.097	KG	0.097	KG	0.097	KG
SCT-48250BK	0.171	KG	0.171	KG	0.171	KG
SCT-48250TR	0.161	KG	0.161	KG	0.161	KG
SCT-48300BK	0.198	KG	0.198	KG	0.198	KG
SCT-48300TR	0.183	KG	0.183	KG	0.183	KG
MT-3266	0.45	KG	0.45	KG	0.45	KG
EM266	0.468	KG	0.468	KG	0.468	KG
EM306B	0.21	KG	0.21	KG	0.21	KG
EM305A	0.7	KG	0.7	KG	0.7	KG
YW-BL382BL	0.5	KG	0.5	KG	0.5	KG
YW-100 BLUE	0.5	KG	0.5	KG	0.5	KG
YW-100 BLACK	0.491	KG	0.491	KG	0.491	KG
YW-691	2.3333	KG	2.3333	KG	2.3333	KG
MA-200 BLUE	0.5	KG	0.5	KG	0.5	KG
MA-200 BLACK	0.506	KG	0.506	KG	0.506	KG
YW-BL401	0.314	KG	0.314	KG	0.314	KG
YW-BL100 BLACK	0.5	KG	0.5	KG	0.5	KG
YW-BL302BL	0.5	KG	0.5	KG	0.5	KG
YW-BL302BK	0.5	KG	0.5	KG	0.5	KG
GT-200	15	KG	15	KG	15	KG
KS-9899PLUS BT	7	KG	7	KG	7	KG
TMA54ZBT	20	KG	20	KG	20	KG
REP-32400205	5	KG	5	KG	5	KG
REP-KR-51-AMP	1.2	KG	1.2	KG	1.2	KG
REP-X12D-AMP	1.2	KG	1.2	KG	1.2	KG
REP-X15D-AMP	1.5	KG	1.5	KG	1.5	KG
REP-32400070	5	KG	5	KG	5	KG
REP-32400132	5	KG	5	KG	5	KG
